ID,Text,Sub-task A,Sub-task B,Label
C4.1086.5,You saved my dude bro😂😂😂😂🤣🤣🤣,NAG,NGEN,0
C4.1709.1,She love veere di vedding 😂,NAG,NGEN,0
C4.1194,"The entire point of sexually provocative songs (""item songs"" you know) is to
grab in cash, sell albums and official tracks, get people to invest their
times under the tag ""entertainment"", also they milk out quite a lot of money
by selling it on iTunes, Google Music etc and most consumers of these songs
are male audience. These cringy songs consume about half an hour of the entire
movie runtime and rendition, Most times these songs don't fit the themes of
the original movie i.e. Main Character belonging to a middle cast family going
to an expensive bar and drinking like a water fountain, dancing with a girl in
revealing clothes",NAG,NGEN,0
C4.1804,"These movies are influencing all of teenagers (even age<16)(they saw movie by
jugaad)  
In my hostel(in kota) kabir singh has became an ideal for all 11th and 12th
students",NAG,NGEN,0
C10.626,Is she really a girl or transgender,NAG,GEN,0
C58.426,Nice vibeo,NAG,NGEN,0
C4.1249,"Yes bollywood is waste.  
I agree",NAG,NGEN,0
C45.501.1,HI9062066365,NAG,NGEN,0
C25.522,thanks Deepika madam,NAG,NGEN,0
C4.1391,"Brother I really appreciate you and I am your one of the biggest fan of all
time but I really want to say that you can also add a positive point i.e.
KABIR SINGH was really passionate about his work his priority was work! As I
think!😊",NAG,NGEN,0
C4.1154,Kabir single Best,NAG,NGEN,0
C59.1425,Nice 😘😍😍😍😘😘😘😘😘,NAG,NGEN,0
C26.124,Bravo!!!!,NAG,NGEN,0
C68.1101,Very nice👍,NAG,NGEN,0
C33.330,Hahahahahaa they vary funny love it gays,NAG,NGEN,0
C7.2475,"Pratik Ur too good man. Love u bro. I like the way u present Ur thoughts,
reviews.Dont waste Ur time on these f* ******* liberals.",NAG,NGEN,0
C4.1466,"Hey guys! If your reading this you should check out Coach Red Pill's videos...
Lot of insight and knowledge over there for men.",NAG,NGEN,0
C65.383,Hi friend,NAG,NGEN,0
C25.568.1,MGTOW FOR LIFE !!!,NAG,NGEN,0
C4.1129,"To see toxic relationship, please watch Malayalam movies uyare, ishq",NAG,NGEN,0
C7.1351,I watch movies after your reviews always. It saves my money. 👍👍👍👍👍👍,NAG,NGEN,0
C4.34,"Your channel name must be humansutra it suits more coz its motivation for all
👍",NAG,NGEN,0
C33.365,Really nyc m gay,NAG,NGEN,0
C44.326.2,Hi baby,NAG,NGEN,0
C32.83,Yes I love boy not lady's,NAG,NGEN,0
C47.14,[0:25](https://www.youtube.com/watch?v=HQ3P2n5q6d8&t=0m25s),NAG,NGEN,0
C7.1114,I agree with you 🙏😊,NAG,NGEN,0
C7.2465,Bakwas vidio borring🤫,NAG,NGEN,0
C4.1641,who all want Shwetabh Gangwar to make a movie? 🙌,NAG,NGEN,0
C7.672,awesome ...,NAG,NGEN,0
C7.2341,"I don't understand how that scene comes under rape, that girl inspite of being
engaged and having a fiance persuades kabir from the hospital and ask him to
come to her apartment to have sex and when he comes and they gets intimate her
fiance shows up at the door, she freaks out that they might get caught and
asks him to leave then kabir becomes a little irritated and acts aggressive in
that moment but instantly realises it and walks off. How this is rape?",NAG,NGEN,0
C59.74,U r so sweet,NAG,NGEN,0
C7.1288,13.21 here the best part came.,NAG,NGEN,0
C4.824,good sir,NAG,NGEN,0
C59.2234,Nice I am impressed,NAG,NGEN,0
C59.791,Right right,NAG,NGEN,0
C7.42,Months gone ! And i still get full satisfaction watching this,NAG,NGEN,0
C4.1051,Who wants joker movie review from mensutra?,NAG,NGEN,0
C7.705,I like ur t shirt,NAG,NGEN,0
C4.340,Mensutra also need to understand it is just a movie...hehe,NAG,NGEN,0
C7.2246,Every one should see Lakshya Chowdhury's roast on Sucharita Tyagi's review.,NAG,NGEN,0
C10.265,Why arundhati Roy is still not arrested ???,NAG,NGEN,0
C68.562,VERY correct. Bro...,NAG,NGEN,0
C4.984,You're 5 months late?,NAG,NGEN,0
C4.1773,Best review ever,NAG,NGEN,0
C58.513,Nice dst,NAG,NGEN,0
C32.132.5,@vikas vlog hi,NAG,NGEN,0
C4.2129.1,"Nation building is the duty of everyone in the nation.....each nd every
industry including film industry",NAG,NGEN,0
C32.136.1,@jitendra choudhari I love you ji,NAG,NGEN,0
C4.2134.3,@Random Talks which is your most favorite movie till now ....name only one,NAG,NGEN,0
C4.167,The real sh**t👏👏👏👉👍👍👈,NAG,NGEN,0
C26.266.3,you are absoutly wright,NAG,NGEN,0
C7.2242,This is literally the best explanation!! Thank you Sir.,NAG,NGEN,0
C38.16,Haryanvi Jatt man very very bc,NAG,GEN,0
C58.143,right,NAG,NGEN,0
C7.1340,This is gold! Well done dude!!!,NAG,NGEN,0
C7.2437.1,@Filmy Deewane Totally ageeed wit u!!!,NAG,NGEN,0
C68.809,I don't think,NAG,NGEN,0
C4.1442,Man you're too good.,NAG,NGEN,0
C7.2521.3,@Soumik Chk 🙏🙏,NAG,NGEN,0
C4.303,"I completely agree with your viewpoint.
But look at this from another perspective, the normal human character that we
are discussing in the video, it's basically the life that we are living, what
these movies are based upon the saying is 'the grass is always greener on the
other side' so in 2-2.5 hours in which a person is paying money to get
entertained, he wants to take a break from his current life and now if this
break is in some sort of fantasy-fabicated-reality then there is nothing wrong
in it.",NAG,NGEN,0
C10.851,"We will not going to show any documents to govt.. We will see what they can
do.. The motherf**ker BJP ?",NAG,GEN,0
C4.1495,"I truly agree with you brother.  
Btw intro was awesome.",NAG,NGEN,0
C10.399,"Roy is misleading the people to promote her own logic at the cost of the
nation. She is simply Anti Modi. She is a communist",NAG,NGEN,0
C59.696,"[#Atriyabag](http://www.youtube.com/results?search_query=%23Atriyabag) best
video",NAG,NGEN,0
C10.777.1,@Fasal Rahman so telling people to lie is telling truth wow what a logic.,NAG,NGEN,0
C4.1152,Thank you so much 😁,NAG,NGEN,0
C58.199,Mind blowing video❤❤❤❤❤❤,NAG,NGEN,0
C45.256.1,"09777070288 IAm single iam from Odisha state bhubaneswar I love hot and sexy
movies and enjoy full night if you are interested msg me on whatsapp",NAG,NGEN,0
C4.2069.1,"Time is biggest Currency don't waste it on youtube u should read your username
bro 😒",NAG,NGEN,0
C68.516,Very nice video👌👌👌👌👌👍👍👍👍👍👍👍👍,NAG,NGEN,0
C4.1328,"Thanks to Kabir Singh movie !!  
  
As it gives you the content to publish",NAG,NGEN,0
C65.184,would you do porn?,NAG,NGEN,0
C7.2432.1,"@Aggressive Squad ok,,6oro .....",NAG,NGEN,0
C10.138,First encounter the Roy,NAG,NGEN,0
C59.2300,"You are right
Thanks dada
Good luck",NAG,NGEN,0
C7.1149,This is the best review of this movie...,NAG,NGEN,0
C7.2584,But love ur review,NAG,NGEN,0
C7.2386,Kabir singh emotional Love movie👍👍👍👍👍👌👌👌👌👌,NAG,NGEN,0
C59.503,Very nice video bro. 🤣🤣🤣,NAG,NGEN,0
C7.1656,"I think bhai you have trimmer your beard only one side!  
Ps. Only for fun bcz this video is on a serious topic.",NAG,NGEN,0
C10.114,"this lutyens brigde must be finish soon as possible as they are radicalizes
the small section people of our country they like mouse comes at night and
vanisin early morning",NAG,NGEN,0
C26.217,he did a very excellent job. salute to this man,NAG,NGEN,0
C59.151,Brother big Fan boss 😎😂😂,NAG,NGEN,0
C44.85,Plz stop video....Sudawrer puaain...,NAG,NGEN,0
C9.237,I don't believe in government.,NAG,NGEN,0
C4.995,very satisfying video. most review on yt suked,NAG,NGEN,0
C45.71,Back me,NAG,NGEN,0
C68.1171,I agree with you,NAG,NGEN,0
C7.2218,"best things about this channel, not only review but discussion about film
issue",NAG,NGEN,0
C4.2269,Shwetabh fan hit like,NAG,NGEN,0
C4.610,Expecting Joker review from side very soon! That'll be very sensible,NAG,NGEN,0
C7.289,I hope this guy isn't serious!!,NAG,NGEN,0
C10.524,"Yes they know everything how to destroy India and make it 16 pieces. Medias
support follow them.",NAG,NGEN,0
C10.102,She & cousin print Roy are bl**dy converts hiding behind Hindu names.,NAG,NGEN,0
C59.675,Bang on!!!,NAG,NGEN,0
C7.122.1,Nice Comedy bro 👍,NAG,NGEN,0
C10.133,"And all above you have Sikh supporting Congress? How you have forgotten the
barbarians slaughtering of The Holy Gurus? How come you have conveniently
forgotten who burned and killed Sikhs during 1984 genocide?",NAG,NGEN,0
C45.620,Nice good job,NAG,NGEN,0
C4.2141,"Love this video, most amazing ever seen on YOTUBE ,WELL DONE",NAG,NGEN,0
C4.1935,"Do you think you should have Female counterpart channel.? I think even girls
need a lot of truth exposures.",NAG,NGEN,0
C4.617,"My friend asked me to see this movie..... and I am really happy because I did
not see",NAG,NGEN,0
C59.1101,You r right bro,NAG,NGEN,0
C7.1872,I m a woman nd I love ur video 😍,NAG,NGEN,0
C7.787.1,100% correct well said,NAG,NGEN,0
C7.2539,Only because of you I started watching regional films .thanks borade saheb,NAG,NGEN,0
C59.937,All Right,NAG,NGEN,0
C4.1859,Best Review bhai,NAG,NGEN,0
C4.64,i find it quite bizzare that even lot of girls have liked this movie,NAG,NGEN,0
C10.574,She must arrest,NAG,NGEN,0
C46.208.5,dont like,NAG,NGEN,0
C59.585,Nice video ilike thas you bro,NAG,NGEN,0
C7.2500,Superb video Pratik Kabir Singh is blockbuster,NAG,NGEN,0
C10.627,"Just because one of her books won a prize she considers herself important neta
does she wash her Face and mouth  
P",NAG,NGEN,0
C32.154.3,Aniket pandey hii jan,NAG,NGEN,0
C10.552,"""Intellectual standard of the one book wonder ."" I like that. Thanks to Arnab",NAG,NGEN,0
C7.554,Glad i watched the video,NAG,NGEN,0
C4.2266.1,"<https://youtu.be/UluJEnq8JCg>
Try this then",NAG,NGEN,0
C4.255,"I'm grateful to you sir. I don't watch much films, but unfortunately I watched
it and I was too much disappointed with this. It took me more than a week to
get over from the garbage it stuck in my mind. I could not understand what was
the teaching it taught us in the end!!",NAG,NGEN,0
C4.1142.1,"Do u know who was the director of Kabir singh??????? He is actually South
Indian director named Sandeep Vanga. U cant blame bollywood always.",NAG,NGEN,0
C4.2164,Bhai on fire today 🔥🔥🔥💪,NAG,NGEN,0
C43.56,Being gay is wrong and it is a choice 🤣👍,NAG,GEN,0
C59.1200,great show,NAG,NGEN,0
C4.1705,"Only one things sucks in this video  
.  
.  
  
.  
.  
.  
.  
SO MANY ADVERTISEMENTS 😡",NAG,NGEN,0
C7.797,11.55 savage🔥🔥🔥,NAG,NGEN,0
C9.209,Salute Sir ji,NAG,NGEN,0
C26.305.1,Bhavik Trivedi Indiya has great sons like this by the grace of god,NAG,NGEN,0
C36.404,"i dont know much about homosexuals, but i definitely would say that
transgenders should not be allowed.",NAG,GEN,0
C33.511,Superrrrrrrrr,NAG,NGEN,0
C59.1964,"beautiful, thank u vai thanku",NAG,NGEN,0
C59.2364,Good good good,NAG,NGEN,0
C4.1544,Summary of the movie 😂,NAG,NGEN,0
C10.1361,Arundhati is an all time bi**h,NAG,GEN,0
C7.180,I aggre with you,NAG,NGEN,0
C10.306,T.R.P. 0/5 Republic TV,NAG,NGEN,0
C4.1681,"Please make the previous video long one ....the insecurities one ... I really
need it",NAG,NGEN,0
C33.227,funny starter of 377 😀😀,NAG,NGEN,0
C10.87,"Arnab, where have u kept your spine dear???  
Is it in PM's office???  
Do some journalism man....  
Get well soon...",NAG,NGEN,0
C58.339,What a caption!!!!👍👏,NAG,NGEN,0
C59.107.1,Super,NAG,NGEN,0
C4.1746,"If you are reading this I suggest you to read complete work of swami
vivekananda I guarantee u Will not regret",NAG,NGEN,0
C38.508,"That guy at [3:46](https://www.youtube.com/watch?v=ZzsAuDkXq1M&t=3m46s) and
that jhaat guy should go fuck each other.",NAG,GEN,0
C59.2367,Incredible Brother ....you are right ...,NAG,NGEN,0
C7.2336,🅰🆆🅴🆂🅾🅼🅴,NAG,NGEN,0
C33.329.4,@Sonal Sony I m from cg n u,NAG,NGEN,0
C10.598,"@[41:51](https://www.youtube.com/watch?v=n3d5IlngAMA&t=41m51s) arnab whispers
""what was the debate"" xD",NAG,NGEN,0
C10.204,"Why is this fool talking when Madhu Kishwar is talking and why doesn't Arnab
shut him up while she speaks.",NAG,NGEN,0
C68.402,Ranu.nice,NAG,NGEN,0
C4.1646,"The point is any negative character must not be projected as a hero and Kabir
Singh is a character which is definitely showed doing bad activities but on
the other hand if we focus the intention of the movie is also to project that
whatever he is doing he remains a hero.",NAG,NGEN,0
C4.1723,Shitwood,NAG,NGEN,0
C4.2124,Aagya the most awaited video of all time,NAG,NGEN,0
C4.831,"Well the fact a celebrity or an icon has effects on viewers is very nicely
depicted in Udta Punjab.
Parents at home and teachers at schools should by all means have Moral and
Etiquette development classes to have the overall development of an individual
in order have a kind generous personality towards others so that one doesn't
loose his or her that individuality at their very prone period called
""teenage""",NAG,NGEN,0
C7.763,"Cultural values are subjective... liberty stands for individualism...every
individual should be able to take his decisions...now some can be happy to be
with one person throughout life...or some can be happy to have multiple
partners....it depends on individual... We misjudged liberty and bashing it...  
Feminism stands for equal right for female... We live in patriarchal
society,where inequality stems the social control... society had controlled
female through centuries... Removing this inequality is the goal of
feminism....  
Now Kabir Singh is just a film... creator have right to portray his/her story
in their way... What to take away from this film? It depends on a person who
is watching the film... Some can see it as a story... but some can feel that
it glorifies Kabir Singh acts... Both perspective is right in their own
domain... Just one think to remember, if you are not comfortable to watch then
don't watch...",NAG,NGEN,0
C4.1513,Swetabh bhai is always rock 🤘,NAG,NGEN,0
C4.1563,Joker review pls,NAG,NGEN,0
C4.999,Good Job brother,NAG,NGEN,0
C4.2215,1st view,NAG,NGEN,0
C32.46.1,Hlo,NAG,NGEN,0
C59.419,Vai good i am happy to you,NAG,NGEN,0
C4.529.3,"@Utkarsh Singh not all illiterates have ethics. It depends on a individuals
sanskar and genetics. And what he/she has been exposed to since they were a
child. For ex: an abusive father who would lay hands on his wife.",NAG,NGEN,0
C68.96.1,Thanks bro,NAG,NGEN,0
C4.1625,"Slight issue with one of your point, its not a Indian concept entirely.",NAG,NGEN,0
C4.2180,Finally 🔥,NAG,NGEN,0
C7.1141,What is libers and feminist 😶👀????????,NAG,NGEN,0
C7.2553,👍 well said sir. Guys also watch Lakshay Chowdhury's video.,NAG,NGEN,0
C4.471,Superb bro 👌👌👌😂😂😂😂,NAG,NGEN,0
C59.1477,Right answer,NAG,NGEN,0
C68.1268,You are right Dada.,NAG,NGEN,0
C68.439,Great job,NAG,NGEN,0
C7.1409,Awesome ANALYSIS bro awesome LOVE YOU ❤😘,NAG,NGEN,0
C7.1573,Awesome review.....,NAG,NGEN,0
C10.675,The designer witer,NAG,NGEN,0
C4.402,I agree But movie affect Indian then don't watch movie it's simple,NAG,NGEN,0
C59.1370,Nice Snper Good,NAG,NGEN,0
C7.2173.1,It's rated not reated,NAG,NGEN,0
C7.576,Come on man get your basics right😂😂😂,NAG,NGEN,0
C7.2463.1,You're right ❤,NAG,NGEN,0
C7.1948,"Bhai Walk the line aur Revolutionary Road dekho. They have won Academy awards!
Aur inki khujli ho Rahi hai!",NAG,NGEN,0
C7.2332,Movie is on anger management..,NAG,NGEN,0
C4.701.2,Yeah......boku no Pico...right??😅,NAG,NGEN,0
C4.701,"That’s why watch good anime,,,, I said good anime😏😏😏😏😏",NAG,NGEN,0
C4.533,Actually sir you are eye opener for our society,NAG,NGEN,0
C59.1926,ok video,NAG,NGEN,0
C4.2072,"As expected from this man  
.  
.  
.  
.  
Bitter truth, reality and intellectuality! ❤️",NAG,NGEN,0
C65.240,When will I see your sexy video?,NAG,GEN,0
C4.1724,No bhaiya Bollywood is 💯 % Garbage 😀,NAG,NGEN,0
C33.410,Iam also lesbean,NAG,NGEN,0
C58.284,HAha🤣😅😅😅,NAG,NGEN,0
C4.1736,"When i see notification of this video  
I was like aha here we go!!!! 👌👌🔥🔥💯💯",NAG,NGEN,0
C59.1757,U r great 👌🏽👌🏽👌🏽,NAG,NGEN,0
C7.2573,Thank u sir ♥,NAG,NGEN,0
C10.1071.2,"xyz, you are also a Kung Fu kutta..😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",NAG,GEN,0
C4.960.1,"@kritika he played for the same reason everybody who plays negative roles does
so....because it is hrd to play such a character and tests the acting chops of
the actor for eg:nawazuddin,some roles of srk and rajkumar.And just because
you are playing a character does not mean that you like the
character.Nawazuddin has spoken extensively on this topic that he does not
like most of his character that he plays.",NAG,NGEN,0
C10.338,"Sadguru explained one of his follower story, Hindu  
marriage is not valid and they have given his wife to another person.  
can you anyone imagine that  
  
@",NAG,NGEN,0
C68.1113,Ranu Mondol I hat you,NAG,NGEN,0
C59.983,Darun just super speech,NAG,NGEN,0
C36.412,"Now look they are thinking to conquer Pakistan.. Plz army chief of India
select more homosexual in your army.... They have a lot of benefit....  
They have the great annals.",NAG,GEN,0
C4.1401,"Tapsi pannu And Aushman khurana arey only logical actors in Bollywood acc. to
me 🤔",NAG,NGEN,0
C59.2213,You best boss,NAG,NGEN,0
C26.237,Jahangir Rocks...!!!👍👍👍👍,NAG,NGEN,0
C45.113.1,9609771198 Coll me,NAG,NGEN,0
C32.37,"Sorry I don't like the concept at all , you r making bad image of gay people",NAG,NGEN,0
C4.1866,"Plss watch joker and tell us your thoughts  
  
  
And btw the Story is from telengu industry",NAG,NGEN,0
C4.804,Bro I must admit your face cut looks completely like Kabir Singh....😄😄,NAG,NGEN,0
C32.22.2,@David Zone U PLZ JOIN DEAR ...ATLEAST HAM AB FRNDS H,NAG,NGEN,0
C4.1770,"[7:41](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=7m41s) I thought he was
still talking about Kabir Singh .",NAG,NGEN,0
C58.362,yes,NAG,NGEN,0
C7.116.1,You should agree or disagree not judge. And I don't agree with Feminists.,NAG,NGEN,0
C26.253,bravo,NAG,NGEN,0
C33.185,966572930901 my saudi arab namber,NAG,NGEN,0
C10.20,"@[9:46](https://www.youtube.com/watch?v=n3d5IlngAMA&t=9m46s) min. he is a jerk
and morn of the highest order. Somebody piss on him...hahahahahahahhhahaha",NAG,NGEN,0
C58.239,<https://youtu.be/8Ue8R5bB9K0>,NAG,NGEN,0
C63.97.1,amazing world 8uu,NAG,NGEN,0
C59.861,"I love you
Dada",NAG,NGEN,0
C26.320,Well done keep it up they deserve to be punished...,NAG,NGEN,0
C68.652,Even beggars got pyramidal concept 😂😂😂😂,NAG,NGEN,0
C10.360,Get lost Arnab...…...Your debates are like this. Go and learn journalism first,NAG,NGEN,0
C33.212,Looking fr lesbian partner,NAG,NGEN,0
C59.939,well done bro....,NAG,NGEN,0
C10.250,Why goverenmemt didnt put her in jail for doing anti country activity,NAG,NGEN,0
C7.1826,I don't know. Such a boring movie 😴. Left the theater after 30min.,NAG,NGEN,0
C33.427,lesbian rocks I hope the nepal also have this rule,NAG,NGEN,0
C33.51,"The moment near [5:23](https://www.youtube.com/watch?v=p7ssviyHAe0&t=5m23s) is
owsum",NAG,NGEN,0
C63.211.1,we:XXX Bangladesh,NAG,NGEN,0
C25.485,"guys check out this documentary called ""the red pill"" it shows the state of
mens rights in countries like US...",NAG,NGEN,0
C33.155,Last part 😂😂😂😂,NAG,NGEN,0
C9.220,"Mr, Saurabh please tell me in past she involved in Narmada bhachvo in gujrat,
mp and ms state",NAG,NGEN,0
C33.633.2,That's not our problems!!,NAG,NGEN,0
C7.765.3,Why? Would you care to explain,NAG,NGEN,0
C59.20,Right 👍,NAG,NGEN,0
C4.130,"You might wanna check on a movie named ""Flight"", available on Netflix and see
the similarities, minus the love drama.",NAG,NGEN,0
C10.129,These r the people who can't digest the truth.,NAG,NGEN,0
C4.1223,"Right sir....... love you....  
Because,,,U r exposed Bollywood.",NAG,NGEN,0
C33.295,It's superb Bhai,NAG,NGEN,0
C63.43,"Vido k,d",NAG,NGEN,0
C7.1605,Bessttj,NAG,NGEN,0
C33.67,Funny Man,NAG,NGEN,0
C25.550.1,"Photograph bruises and make a recording of video through camera on mobile
phone and show it to policemen.",NAG,NGEN,0
C45.509,Osm,NAG,NGEN,0
C4.1597,What a mature take on Bollywood sir :),NAG,NGEN,0
C10.534,She can write her father name in npr ranga billa.,NAG,NGEN,0
C10.523,"Don't bring in persons like Kasturi. Misusing the freedom. Low thinking women
like Arundati should sent back to her country. Any nonsense they talk cannot
take anymore.",NAG,NGEN,0
C7.790,I'm a liberal and I don't do that. I'm tolerant towards everyone that's all,NAG,NGEN,0
C63.2,voice copy with taza news,NAG,NGEN,0
C68.530,Mental,NAG,NGEN,0
C26.156,Nice job man....every one should do that,NAG,NGEN,0
C4.1456,Welcome.back,NAG,NGEN,0
C10.234,She has to be punished,NAG,NGEN,0
C7.2167,"Pratik bro thank you so much for your explanation on liberals and feminists
activites in India  
All indian younge generation wants to know  
Good explanation 👌👌👌",NAG,NGEN,0
C4.1337,"Kabir Singh is India's reply to  
"" Doctor Strange""",NAG,NGEN,0
C7.2253.3,"100% true review Pratik Bhai...  
True love ki Jai Ho 👍👍👍👍",NAG,NGEN,0
C33.254,I am also lesbian,NAG,NGEN,0
C59.1185,Nice boss. Thanks,NAG,NGEN,0
C10.296,"This lady is a total nutcase!!.....She can be best described with profane
phrases like a Cock womble or a Dingleberry!!....Mad lady!!",NAG,NGEN,0
C59.832,Right 👌👌👌👌👌👌,NAG,NGEN,0
C26.218,you are innocent,NAG,NGEN,0
C59.424.1,Your acting,NAG,NGEN,0
C7.1159,"Well Done , Best Review and Explaination",NAG,NGEN,0
C7.2430,"Liberals do not have problem with the movie but with Shahid Kapoor after he
attended the swearing in ceremony of PM Modi. Shahid Kapoor is the latest
target after Kangana Ranaut. Now onwards all his movies will be targeted.",NAG,NGEN,0
C7.168,Good analysis f the movies' story.,NAG,NGEN,0
C10.632,what is with kasturi's accent xD,NAG,NGEN,0
C7.879,Bro who hurt you?,NAG,NGEN,0
C10.1043,"[15:20](https://www.youtube.com/watch?v=n3d5IlngAMA&t=15m20s) fake accent
detected Kasturi Shankar (Kung fu kuttia)",NAG,GEN,0
C10.591,"She said correctly. Hindutva once tried in 1947 and Pakistan and Bangladesh
came into being. This time Khalistan, Assam and few more countries are
expected.",NAG,NGEN,0
C10.184,This fu....s lutyians should be first removed from NPR,NAG,NGEN,0
C4.1691,"I left watching romcom of Bollywood since my breakup that was happened 3 years
ago",NAG,NGEN,0
C59.1109,Nice video bro,NAG,NGEN,0
C10.83,She is a foreign agent,NAG,NGEN,0
C68.353.1,Thank you for your support,NAG,NGEN,0
C7.2297.1,True. Bhansali is useless director,NAG,NGEN,0
C4.1540,"""It is not a filmmaker's responsibility to teach the audience
morality.""~Joaquin Phoenix.",NAG,NGEN,0
C7.452,👍👍👍 its a good love story.there is nothing wrong in the film.,NAG,NGEN,0
C33.148,Very lovely,NAG,NGEN,0
C4.753,"I have massive Respect for people who actually come here to see this.
If you are following this man, I know you are actually doing something with
your life. By the way I am one of his biggest fan. Let's make this family a
huge one.",NAG,NGEN,0
