ID,Text,Sub-task A,Sub-task B,Label
C7.2521.2,"@Shashank Singh I agree with you 1 -he loves turly so he kissed her infront of
family members in her home what is respectable man to love a women !  
2 - he accepted his ban Coz he knew if he will not so the drinking habbit will
continue so it was a clever desion !  
3 - she slapped so right reason lefting her in someone else arms for night
pleasure ..he could not get any information how she is ..& where is she !  
4 - one of the looser act when Kabir slapped her she can't talk her family for
own marriage again here Kabir is moron didn't send their family to convey if
his family not agreed with this relationship so they both leave their home &
got court marriage simple ! Fucking film !",NAG,NGEN,0
C4.272.1,well.... agreed except the death part,NAG,NGEN,0
C7.2472,Kabir singh is a great film!,NAG,NGEN,0
C7.1497,Great analysis sir.,NAG,NGEN,0
C4.1270.2,"@Kunal Handa It wasn't promoting anything. It's just about a person a GUY"" and
the life events that happens around him ! ... the incidents that he go through",NAG,NGEN,0
C25.622.1,How,NAG,NGEN,0
C10.709,Publicity about illegals law.arrest immediately under government cusstody,NAG,NGEN,0
C10.64,"Yeh sala lal topi Sunil Chopra Pakistan k Zaid Hamid ka Bhai hai usiki bhasha
bolta hai",NAG,GEN,0
C4.2139.1,"vipul bisht look around all the men of 80s do they look as young as ramadhir
in his 2000s??  
Except for dilip kumar and dharmendra,the answer is no that too dharmendra at
this age can't run and shoot fire arms unlike ramadhir.",NAG,NGEN,0
C4.1085.4,"@Nirupam Debnath same answer to you what I wrote for Sandeep...read it ...and
read the Bible once.",NAG,NGEN,0
C4.1313,Best movie review for this movie 🙌🙌,NAG,NGEN,0
C59.1595,Awesome Bro 😎😎😎,NAG,NGEN,0
C4.13,"Its just a movie dude👏👏ik you earned a living from talking such stuff but
whatever movie is hit so no one cares",NAG,NGEN,0
C45.757.1,9733487591,NAG,NGEN,0
C45.161.1,Please share the number,NAG,NGEN,0
C7.1821,This is fantastic review 👏👏,NAG,NGEN,0
C26.355,"Malimatth Committee prediction is coming true. Though this is wrong and I
condemn this act, this is bound to happen. The way the Indian Govt is treating
men in general and Indian husbands in particular Indian men are left with no
choice. The shallow feminists, national commission of women and Women and
child ministry are openly encouraging women to file false cases agains
husbands and their families. They are openly pampering women to commit crimes
and then put on mask of victimhood.",NAG,NGEN,0
C45.512,God blessed all🙏❤🙏,NAG,NGEN,0
C32.27.1,Call me dear im in mumbai powai... Call me on 7045495339,NAG,NGEN,0
C59.1534,"nice......

<https://youtu.be/MDTajrNe36E>",NAG,NGEN,0
C4.2139,only gangs of wasseypur was realistic movie 😍... hit like if u r agree !,NAG,NGEN,0
C4.1535,can you make review on Movie PK,NAG,NGEN,0
C4.1155,Finally someone talking real sense.,NAG,NGEN,0
C10.228,Why Indians even tolerate such POISION,NAG,NGEN,0
C4.221.1,Please speak English with me,NAG,NGEN,0
C4.306,Bollywood college movies- other than pdhai everything,NAG,NGEN,0
C45.111,Nicevidoes,NAG,NGEN,0
C63.137.1,Xxx,NAG,NGEN,0
C10.215,"But what she is doing, invites investigation and her arrest at the earliest",NAG,NGEN,0
C10.474,Journalist should listen not his own indoctrination,NAG,NGEN,0
C4.1902,"If you add the flaws in the movies regarding his medical education...this
movie will be absolute tatti for all",NAG,NGEN,0
C7.1079,Super hit movie 😊😊,NAG,NGEN,0
C55.129.3,Buy,NAG,NGEN,0
C25.484,"deepika ji....I am your biggest fan!  
I'm happy to finally see a woman...who could understand the injustice done on
men!",NAG,NGEN,0
C10.531,No claps. She should be given slaps.,NAG,NGEN,0
C4.1458,"True AF  
Ref to video :Batla House 😉",NAG,NGEN,0
C59.684,Thanks to God,NAG,NGEN,0
C58.212,Good amushing,NAG,NGEN,0
C10.635,Someone should be expose this guy man..nonsense,NAG,NGEN,0
C10.350,"Arnab just see the english news papers. The anchors who spread wrong
information are sitting there.",NAG,NGEN,0
C58.248,Very funny,NAG,NGEN,0
C10.7,"Wow, It is a great message by this libtard, urban naxal to ensure the
addresses of those Naxals with NPR.  
Let us have funds for making sure for the fight naxals started and killing
BJP/RSS workers. This will be a great tool to take care of these anti-
nationals - Great names ""Ranga Billa, Kung fu kutaa and Kutiya""",NAG,GEN,0
C59.370,u r handsome 😙,NAG,NGEN,0
C10.558,govt should deport her to some peace loving islamic state,NAG,NGEN,0
C7.460,great video ... wow !!,NAG,NGEN,0
C65.176,"Oh sexy my darling, I love you",NAG,NGEN,0
C10.412,She is a dangerous element for our country'.kindly expose her.,NAG,GEN,0
C59.1191,Aashunnaiaashnu has a reputation as an American in,NAG,NGEN,0
C59.544,You are right...,NAG,NGEN,0
C7.2350.3,"Exactly and she called one guy rapist and pervert who critised her for using
car and air conditioners which create global warming on twitter",NAG,NGEN,0
C7.2590,"Bro i didn’t watch any part of toy story series yet but i m excited for toy
story-4 so should i go for it or not??",NAG,NGEN,0
C4.158,"I Don't Watch Kabir Singh Cause I Know Bollywood Love Is Garbage.  
Aayushman Khurana On Top Level.  
  
❤️❤️ Your Video Is Positive ❤️❤️  
I Follow You Since 3-4 Year.",NAG,NGEN,0
C45.775,Place name please,NAG,NGEN,0
C4.1343,"dont agree with you on all the points but yes you are totally practical and
right about most of them.",NAG,NGEN,0
C10.378,"It is better to call scholars in the field of politics, sociology for debate.
Not the cracks from cinema, spokes woman from political parties. I could see
bitching only and stopped seeing your program after a few seconds. I will
never see your channel again.",NAG,GEN,0
C4.1117,14:-30 min starts,NAG,NGEN,0
C4.741,Review joker...,NAG,NGEN,0
C4.807,"That's why I never Watch These Kind Of Movies. I Watched andhadhoon, nil batey
sannata, maanjhi, ankur aroroa murder case Etc 👍💯",NAG,NGEN,0
C7.1381,"To be really honest after watching sucharita review on kabir singh, i really
thought kabir singh's charater was toxic masculinity and decided to skip the
movie, but then i watched ur review and decided to watch the movie, and turns
out ur review is accurate.",NAG,NGEN,0
C32.152,awesome acting... Chandu...👍👍👍,NAG,NGEN,0
C10.742,She's a waste of Kerala to the outside world as we don't want such shit here.,NAG,NGEN,0
C33.277,"Seriously , At [5:26](https://www.youtube.com/watch?v=p7ssviyHAe0&t=5m26s) i
laughed like a devil",NAG,NGEN,0
C7.205,Greatly said!,NAG,NGEN,0
C67.41,"did you have any commonsense, before marriage this society, other countries no
[matter.you](http://matter.you/) don't know about Islam that's why you do
that.faults both of you. Islam says until you apologies and own heart promise
future don't do this mistake Accept repentance.then each other should married.
if can't, (zina) after die have punishment.",NAG,NGEN,0
C26.183,he is a hero,NAG,NGEN,0
C4.1861,Sir share top 10 movies which u think best for young generation pls,NAG,NGEN,0
C26.133,"well done Jahangir Bai you are great ,",NAG,NGEN,0
C10.144,"She mentioned Godi Media, now they are doing their job to debate upon. Let
debate on Modi lie on RAM leela speech.  
Ish meh b anchor included Congress again",NAG,NGEN,0
C45.108,Nioe,NAG,NGEN,0
C44.210,Poor acting,NAG,NGEN,0
C7.1345,869 liberal and feminist here😂😂😂,NAG,NGEN,0
C36.543,"As all knows passion to serve nation does not bother of anything it can be
inside in anyone, army should proceed with the her protocol mandate and find
the way for all the nation builders whether they homosexual or normal, as our
apex court already decriminalized the homosexuality. As the homosexuality
somewhere in mind illness we can also go through with mandate of medical
official and other spiritual mentor.",NAG,GEN,0
C4.150.2,"We watch movies to enjoy it...that's my view ... following the character or
not depends on the person himself...",NAG,NGEN,0
C7.123,"Bhai u are true face of deshbhakt modern sanatani and a man with great human
values.",NAG,NGEN,0
C4.1783,"Swetabh sir try Tumbbad, you can get it on some OTT platform. I know bollywood
is garbage making machine but it also created gems like Love Sonia, Gali
Guleiyan, Manto.",NAG,NGEN,0
C10.199,"I have never seen such bogus ridiculous program and you are the worst anchor
on earth ..",NAG,NGEN,0
C4.812,"Bro, please speak in English. I can't understand Hindi well.",NAG,NGEN,0
C10.702,AR is a subversive element who should be severely dealt with,NAG,NGEN,0
C7.2133.1,Sucharita Tyagi (film companion),NAG,NGEN,0
C7.135,I loved the movie,NAG,NGEN,0
C4.196,"If you yourself will give maa bahen ki gandi gali how are you upholding
respect for women",NAG,NGEN,0
C4.1997,"Sorry Bhai..But I never share your videos because the knowledge u give is
precious..",NAG,NGEN,0
C33.355.2,i love u,NAG,NGEN,0
C63.61,[#Airhosess](http://www.youtube.com/results?search_query=%23Airhosess),NAG,NGEN,0
C4.1700.5,"@Pragya Upadhyay I know....engineering ppl are like ' u ppl don't get bored by
studying '  
I wanna punch on their face🤣",NAG,NGEN,0
C55.147.1,I love you,NAG,NGEN,0
C10.41,"Arundhati had never been a bootlicker of any political leader.The publicity
agents of the people in power can't even imagine her courage and honesty....",NAG,NGEN,0
C59.382,Thank you,NAG,NGEN,0
C68.1284,You are right.,NAG,NGEN,0
C62.85,I love you apu,NAG,NGEN,0
C10.515,Was Arundhati Roy sleeping somewhere when NPR was introduced in2010.,NAG,NGEN,0
C4.329,"I mostly never watch whole video on YouTube but your video I never escape even
I want but I can’t 😂😂",NAG,NGEN,0
C58.483,Nice😄😆😆😆😆😆😄😄😄😄😄,NAG,NGEN,0
C7.1633,"I've been watching your videos for quite some time. Very genuine content and
great articulation.  
There's been a lot of buzz going on about this film off lately, and mahn,
you've earned yourself a subscriber today! :D - Coming from a guy who doesn't
subscribe to YouTube channels.  
Keep up the great work. Keep reviewing.  
You're amazing!  
Just a request - Could you make a video on the best thrillers to watch IYO?",NAG,NGEN,0
C4.2080,Wtl I watched this movie just today!,NAG,NGEN,0
C7.1683,Lovely review Prateekji,NAG,NGEN,0
C33.598,Lol..😂😂😂,NAG,NGEN,0
C10.71,"Can you tell me how is Annual Census of India under Census Act 1948 different
from NPR?",NAG,NGEN,0
C7.831,Sir like your reaction and your views,NAG,NGEN,0
C10.315,"Gov should provide some incentive to enroll in npr nrc and magically this act
will become ppl friendly..",NAG,NGEN,0
C62.22.1,English film,NAG,NGEN,0
C7.1459,Best video ever,NAG,NGEN,0
C10.760,"how our govt going to stop this Arundhathi roy like people , We want peace and
development of our nation even opposition parties not doing any favour to
support our nation but they are bothered about their own position as present
Mody govt working to clearing all pending issues of our nation and putting our
nation into fast development.",NAG,NGEN,0
C4.1888,damn dadda you really know how to do a surgical strike,NAG,NGEN,0
C33.605,I'm also a single lesbian😂,NAG,NGEN,0
C4.1113,Want to see mohabattein analysis,NAG,NGEN,0
C45.385,Very interesting,NAG,NGEN,0
C4.1541,Super 30 is the movie we need,NAG,NGEN,0
C7.1999.3,Already Reviewed 👍,NAG,NGEN,0
C10.587,"Ranga Billa..that means ..she is either not aware of the Ranga Billa episode
or faking it...Her psyche that means she also support them...Shockingly
shameful",NAG,NGEN,0
C7.291,I am agree with you.nice video,NAG,NGEN,0
C45.248,"Bikash Das
7478946141",NAG,NGEN,0
C10.91,f*** y** AG,NAG,GEN,0
C4.2127.1,@Not Creepy lol 😂😂😂,NAG,NGEN,0
C7.2311,🙏 no1 riwew,NAG,NGEN,0
C10.292,"These people who talk about NRC are totally Ignorant. Please read and
understand  
Do You Want to live in a country where there is NO Register of Citizens.  
Assume if there is a Benifit of a Kind being distributed by the government to
the Citizens of India. Now where is the stand of Billa Ranga and Kung Fu
Kutta. they get Zilch.  
You Idiots think god has given you the Brains dont listen to this Arundhati
Kunf Gu bitch.",NAG,NGEN,0
C10.539.2,"What's your point man!! If someone commit a crime with smiling face then it is
ok??",NAG,NGEN,0
C4.1700.4,"@akshay Viswambharan yea they take. And many have successful love stories too.  
But getting there and then clearing exams...then post graduation....involves a
lot of struggle.",NAG,NGEN,0
C4.298,Keep up the good content man. Respect.,NAG,NGEN,0
C9.64,"She was just trying to stoop to the level of Modi in a symbolic way..!!!  
She was probably meaning that to fight a seasoned Liar and cheap Thug,
sometime decent people need to stoop to his level!!!",NAG,NGEN,0
C33.644.4,Rohit barman nice,NAG,NGEN,0
C4.2030,"I'm glad that someone can actually see and tell the absurdity of these kind of
movies",NAG,NGEN,0
C7.587,"Kabir Singh is to feminists what Modiji is to left-liberals. They hate him but
cannot do anything because the people of India love him😂😂",NAG,NGEN,0
C32.118.1,GAURAV REPLY,NAG,NGEN,0
C7.1262,Nice T Shirt,NAG,NGEN,0
C7.2105,Good job sir....,NAG,NGEN,0
C7.1893,I also think that character of Prateek Singh was deeply flawed.,NAG,NGEN,0
C4.658.4,vamshi bommena lol must be wrong choice of girl then 😆,NAG,NGEN,0
C10.402,"I really hate the way the debate are presented why can you not have civilized
conversation let one speak mute all others. Then give chance to other to
respond and mute all others. Very frustrating to watch people yelling over
each other. It's up to the team at Republic tv to control this. I like this
program debates but the childish yelling over each other. People need to know
valid points from both sides not name calling, I would like to see India
progress and it starts with information which is the MEDIA !!! Please grow up.",NAG,NGEN,0
C38.593,"Homosexuality is prohibited in almost every major religion. So we should not
follow western culture(even banned in Christianity).  
Our creator, the Almighty has made our metabolism in such a way that we can
only get attracted or do marrige from our opposite sex person. So a big
misconception is cleared here that homosexuality comes from our ancestor's
genes. Earlier there was a hypothesis by a scientist who said that it may be
genetic but later on it was discovered that the scientist himself was a
gay(psychologically not genetically). When people break the laws of
nature(like having sex with multiple persons of their opposite sex) their mind
later gets diverted to people of their own gender(like in western countries
earlier, there were so called mistresses 10 or 15 for a single man) who
fulfill the needs of wives for him alone. So, its our fault that we had
multiple relationships which made us psychologically so ill that we started
getting intrest in our own gender people also. God never made us like this nor
he will. We are breaking the rules of nature. It is also scientically proven
that having a single partner and enjoying a sex life with him/her throughout
your life rather than being a playboy or playgirl(sorry for the words) make us
a better human being in terms of both gender and obeying God's commandments.
So homosexuality is a sin in almost every religion and we should not legal it
in India. We should teach our future generations to have respect for their
opposite gender person(especially to boys) so that they do not develop a
mindset that girls are made for having fun(this will harm that boy
psychologically later), he may start finding intrest in his male friends just
to complete his fantasies. Same apply for girls. We should get bounded to the
rules made by nature and find a single life partner for us whom we can persue
our sexual and spiritual life.  
At last I would complete my stand by saying that God says us to follow the
Truth rather than to follow people who speak that homosexuality should be
legal in India on behalf of their democracy. Nothing is bigger than the Nature
given laws and the Truth of life.  
Peace ✌",NAG,GEN,0
C4.1396,"So why don't you become a direction ? Be the one whom you want the world to be
. @shwetabh",NAG,NGEN,0
C4.1671,Most faltu movie I ever seen,NAG,NGEN,0
C4.1120,True and honest review on YouTube. Fak fake pplz.,NAG,NGEN,0
C63.158.1,Mvwi,NAG,NGEN,0
C68.1309,your speech is right i like to your remarks,NAG,NGEN,0
C33.778.2,@b bro I agree with u bro👍,NAG,NGEN,0
C4.942.1,"Yes because Shahid is an highly physically attractive man imagine if it is
played less physical attractive actor such as irfan and nawazzudin what would
the critics say??",NAG,NGEN,0
C7.1221,Hatts off to you💐💐💐🙏🙏🙏,NAG,NGEN,0
C33.54,I need gf,NAG,NGEN,0
C33.521,Awesome i like that Sardar guy,NAG,NGEN,0
C33.768,"Team naughty world.. Fab..Again u guys rock..Keep it up..Waiting for more
stuffs..",NAG,NGEN,0
C7.1706,"Whatever the liberals and feminist called about this movie...but u explained
all stories nice and special about these lib and feminist people u taunted
them nicely i like it..and the movie is nice both couples are looks so cute
and emotional...😐👍",NAG,NGEN,0
C7.1500,"Pratik bahi... Great review as usual... Watch REVA gujarati movie which
depicted Indian culture very beautifully... This movie is one of the best",NAG,NGEN,0
C10.331,"we are so lucky to have our own country. Allah ka shukar hai we had a great
leader like Quaid e azam who foreseen this.  
I live in UK at the moment my Indian friends always used to ask me why
Pakistan was created? and if there was no partition of India we could be super
power. Now i tell them this is the reason why Pakistan was created. Pakistan
zindabad! Pakistan ka matlab kya la ilaha illallah!Pakistan zindabad!",NAG,NGEN,0
C4.1608,Thanks a lot ...I really wanted this ....,NAG,NGEN,0
C68.598,Nice video dada,NAG,NGEN,0
C4.1973.2,True lol dude,NAG,NGEN,0
C10.400,"If Arundhati Roy is living in USA, then she should say the similar things
about the actions taken by President Trump over there and see the reactions in
the USA media about it rather than speaking such kind of foul words about the
actions taken by the Modi government in India.",NAG,NGEN,0
C4.964,N drugged operation,NAG,NGEN,0
C4.2201,I am desperately waiting for this video,NAG,NGEN,0
C62.69,Name mithun,NAG,NGEN,0
C7.1138,"Wah, Pratik bhai very nice explaination. Maza aa gaya.",NAG,NGEN,0
C58.445,S0rry.very.bad.chennel. your,NAG,NGEN,0
C4.1335,"Such a great video shwetabhbhai keep making this kind of videos,i hope this
video gonna viral so, people could understand what's the reality",NAG,NGEN,0
C10.590,"India has to lay strict rule for anti Indian agenda people and leaders
misleading the ignorant fanatic citizens",NAG,NGEN,0
C68.1278.1,"You are right, I support your views .",NAG,NGEN,0
C7.480,Play this video on ×1.5,NAG,NGEN,0
C7.1623,Thanks for this video....,NAG,NGEN,0
C4.2195.1,@Prabhu Prabhu Aree bhai bhai bhai.. 😂😂 Thank you!😁,NAG,NGEN,0
C59.2008,"nice,,,,,",NAG,NGEN,0
C33.668,you guys have nailed it pure bliss splendid performance :):):):),NAG,NGEN,0
C26.302,"This is really great job , this what happen when innocent man charged .",NAG,NGEN,0
C25.556,"what!, his is not a shouting match?",NAG,NGEN,0
C10.97,"Nupur 10 - kasturi 0  
😂",NAG,NGEN,0
C36.661,"Gays should not be allowed to serve in indian armed forces as it will affect
the prestige of our armed forces",NAG,GEN,0
C36.814,"Homosexual will not allow in army.  
Becoz homosexuality is one of the major coz of sexual diseases.",NAG,GEN,0
C10.279,Bhakts vs seculars,NAG,NGEN,0
C4.928,things u said are absolutely true but i saw this movie just as a movie man,NAG,NGEN,0
C4.1451,Perfect Explanation,NAG,NGEN,0
C7.878.1,"@Pratik Borade Kya sachai?Ye mere question ka answer tho nhi hai. I am not
talking about the movie, even I liked the movie.  
  
Do you consider liberal as a negative?  
Do you even know what the term means?",NAG,NGEN,0
C26.328,"This poor guy facing prison for someone creaction women should be rape burn
and kill before the law take its cource. once in the hands of law your 7 to 10
year fix for law tourcher on your famely",NAG,NGEN,0
C58.515,Nice video ♥️,NAG,NGEN,0
C4.1500,"You are right sir bollywood movies can nsver be realistic ones their minds are
DASH....",NAG,NGEN,0
C20.39,"Inhustice happened director was sentenced but a girl is also a criminal,
according to law girl should also be punished..... Inshort she is a bitch and
after this case parents might have been abused by area.",NAG,GEN,0
C7.1268,Sir please review IRU MUGAN 🙏🏻🙏🏻,NAG,NGEN,0
C7.2108,Amazing 👌 brother outstanding review 🙌,NAG,NGEN,0
C10.75,"Come on republic..your all debate is good..but don't bring that shouting lady
into the dabate for god shake..she always spoils it..",NAG,NGEN,0
C4.1041.1,Lol,NAG,NGEN,0
C4.473,"Mere dil ki baat bol di
I told these things to my friends but everyone stopped talking to me after
that😆",NAG,NGEN,0
C7.2301,"I don't know how i came here ....  
But this channel is great ..  
Bhai mein dum hai yaar ..😎😎😎😎",NAG,NGEN,0
C68.438,Vare nice,NAG,NGEN,0
C7.2601,Nice review brother..quick wala,NAG,NGEN,0
C59.1645,Supar boss,NAG,NGEN,0
C4.522,Bro true said i also think like this.,NAG,NGEN,0
C10.58,Arundahti Roy is traitorous,NAG,NGEN,0
C36.696,"Indian army require mentally and physically strong person .... gay are not
mentally fit...",NAG,GEN,0
C33.483,Omg. Adv. is of 70 mins.,NAG,NGEN,0
C7.1193,Very nice review ..completely agree 🙏,NAG,NGEN,0
C4.2097,Sir. Thanks to you that you are active again.,NAG,NGEN,0
C4.1016,Well said bro...U have shown the REAL thing..,NAG,NGEN,0
C4.1254,Sir tell us about hollywood industries.,NAG,NGEN,0
C45.779.1,Nicevbo,NAG,NGEN,0
C7.789,Amazing,NAG,NGEN,0
C7.85,The best review🖤,NAG,NGEN,0
C65.379.2,like it apu,NAG,NGEN,0
C4.1847,Bhai do review on gully boy best movie of Bollywood this year,NAG,NGEN,0
C4.260,Lord Shri Krishna is the ultimate example to follow,NAG,NGEN,0
C25.482,fales case very shame​,NAG,NGEN,0
C4.634,"I want to show this video to Sandeep reddy vanga and Pratik borade and some
feminist.
Yr ye bnda 🙏🏻🙏🏻. Our voice🙏🏻🙏🏻",NAG,NGEN,0
C10.211,Arnab want poor to bleed ...,NAG,NGEN,0
C10.589,Arnab is anchor or from BJP. More loyal to the king than the king himself.,NAG,NGEN,0
C33.508,Cheap video,NAG,NGEN,0
C33.501,Great video😘😘😘,NAG,NGEN,0
C26.143,Salute bhai,NAG,NGEN,0
C4.1922,Bhot accha sir u changed my point of view for this movi😲😲,NAG,NGEN,0
C33.218,Awesome video dear u are soo great love u dear keep going like this 👍😊,NAG,NGEN,0
C7.738,T shirt is amazing brother,NAG,NGEN,0
C68.891,Fake 😠,NAG,NGEN,0
C4.1717.2,It wasnt love story at all😂😂😂,NAG,NGEN,0
C10.300,"dont blame her,  
she is in tripping mode",NAG,NGEN,0
C4.566,Thanks for voicing out whatever I felt after watching the movie...,NAG,NGEN,0
C10.569,"Any giving that wrong Info shud be sent to her 🏠 house..and she shud be asked
to take care of them",NAG,NGEN,0
C7.2186,Keep it up brother,NAG,NGEN,0
C4.419,Kabir Singh Uncensored Full Review 😂😂😂😂,NAG,NGEN,0
C10.59,"Arundhti roy is gone his Pakistan, no live in India",NAG,NGEN,0
C7.2266,Sir ur T-shirt 👌👌😁😁😂😂,NAG,NGEN,0
C45.799.2,Kolkatta,NAG,NGEN,0
C62.354,"Islam is peaceful religion of the world you are wrong you don't understand
islam bad luck for you",NAG,NGEN,0
C33.298,😂😂😂😂😂the music's 😂😂😂😂😂,NAG,NGEN,0
C59.1060,Love u brooo,NAG,NGEN,0
C33.180,Nice concept guys 😊😊keep it up 👍👍👍,NAG,NGEN,0
C45.229.2,"Phone sex 09777070288 IAm from Odisha state bhubaneswar iam just 24yr IAm
specialist body Massagboy home services available first demo free service
available",NAG,NGEN,0
C4.49,"indeed shwetabh as u said its been over 30 years bollywood industry is not
doing well , i watch only biopics and yes the movie Dosti (1964) used to watch
many times that theme should be directed today having meaningful songs.",NAG,NGEN,0
C4.1953.2,"Wow  
Good",NAG,NGEN,0
C33.671,Ramola is there,NAG,NGEN,0
C38.111,"PHOENIX- FROM NOW EVERY FEMALE WILL BE LESBIAN AND EVERY MALE WILL BE GAY.
JUST THINK UNIVERSE HAS LAUNCHED THIS SYSTEM THAT MALE-FEMALE MARRIAGE WILL BE
ILLEGALIZED AND GAY MARRIAGE WILL BE LEGALIZED...THIS IS THE NEWEST SYSTEM OF
OUR GALAXY AND THIS VIRGO SUPERCLUSTER (COLLECTION OF 54 DIFFERENT GALAXIES
INCLUDING MILKY WAY). NO SEXUAL CRIME LIKE RAPE OR IVTIZING WILL OCCUR IN THIS
NEWEST SYSTEM... I WISH ALL THE BEST TO EVERY PERSON OF THIS PLANET.",NAG,GEN,0
C4.1083.1,A real man is one WHO HAS SELF RESPECT ! rather than some random women.,NAG,NGEN,0
C33.790,😂😂😂😂 suuuuuuperb guys,NAG,NGEN,0
C7.2127,Amazing bro,NAG,NGEN,0
C33.18,So very nice,NAG,NGEN,0
C10.363,"In debates like this please keep only one mike ""on"" at a time say for one
minute each time. This man Chetan is not allowing Madhu Kishwar to speak. If
many people talk simultaneously the viewers cannot make out who is talking
what. I watched it for only for a few minutes & I want to close it. There is
no purpose in watching such cacophony anymore.",NAG,NGEN,0
C33.435,I like it ur video is very good Thanq for all ur team 😊,NAG,NGEN,0
C33.766.1,Thankyou bhai,NAG,NGEN,0
C10.45,Hahahahhaha 😂😂🤣Arnab Goswanmi and debate. Hohoho. What a joke,NAG,NGEN,0
C33.764,What is 377 I'm from pak idk plzz explain...,NAG,NGEN,0
C59.965,Superb brother,NAG,NGEN,0
C10.10,"How arundhati is in India who sent her here...she will not come of her own
means some leftist funded her and she landed here to creat nuesence in India.  
Why she is openly moving to misguide the people of india.",NAG,NGEN,0
C33.424,thanks to making this video lesson supporter,NAG,NGEN,0
C10.537,"As long as people are listening, cheering and clapping for her. Things won't
change because it's the mentality that's the problem. You put her in jail. One
of her followers will replace her. It's a deep rooted problem.",NAG,GEN,0
C26.349,"Yes, 170,000 husbands have succumbed to Domestic Violence in 12 years with a
yearly average of 14,166 and yet the Govt. and the society are not only silent
about it but also silently laughing at it. Do our men deserve such a
treatment? Do we not need men's welfare ministry?",NAG,NGEN,0
C4.955,"[6:40](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=6m40s) please suggest
some names from the remaining 20%-30%..",NAG,NGEN,0
C59.1935,Outstanding,NAG,NGEN,0
C7.2402,"Just feminist bro, Not liberals :)",NAG,NGEN,0
C58.70,[2:42](https://www.youtube.com/watch?v=dctvge09P4A&t=2m42s) aita best chilo😁😁😁,NAG,NGEN,0
C57.71,Wow,NAG,NGEN,0
C33.597,funny !,NAG,NGEN,0
C33.380,[6:18](https://www.youtube.com/watch?v=p7ssviyHAe0&t=6m18s) best feeling,NAG,NGEN,0
C4.1064,"Finally some genuine reviews about the absurdity going on in the current
Bollywood Movies!!!!!!",NAG,NGEN,0
C4.1158.3,and he is taking about the bollywood movie criteria,NAG,NGEN,0
C10.179,"I can see Andh Bhakt here..  
Keep it up.. 😂",NAG,NGEN,0
C10.673.3,"@Herbert Paul constitution doesn't give freedom to unlimited FOE and treason.
First read the constitution then comment.",NAG,NGEN,0
C4.1071,"If any girl will meet any boyfriend for first time she will never let that boy
to kiss her on first time like Preeti......",NAG,NGEN,0
C4.2178,"Always a fan of you, working very hard to achieve something great",NAG,NGEN,0
C59.1934,Ri8,NAG,NGEN,0
C4.2064,a honest review,NAG,NGEN,0
C33.681,Dialogue of girl was best.💜💜💖,NAG,NGEN,0
C7.2120.2,Exactly 👍👍👍,NAG,NGEN,0
C4.1796,Awesome,NAG,NGEN,0
C4.527,Honest,NAG,NGEN,0
C45.401,Very nice boos,NAG,NGEN,0
C7.1956,Explanation level = Pro❤️💙,NAG,NGEN,0
C68.580,Nice via,NAG,NGEN,0
