ID,Text,Sub-task A,Sub-task B,Label
C7.1414,"Perfect review . Attraction in opposide zender its normally btt. Dedication
about love. And loyality is main. Kabir singh is. Also a human. Btt he is pure
about love. Everybody make some mistakes bt its on u that u have loyal and.
Good",NAG,NGEN,0
C59.690,Very nice😘😘😘😘😘😘😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,NAG,NGEN,0
C4.2024,"Modern Feminism is a cancer to the society.  
Prove me wrong...",NAG,NGEN,0
C4.2149.3,There is nothing like toxic masculinity... Its all masculinity,NAG,NGEN,0
C9.321.2,both,NAG,NGEN,0
C10.285,She should be jailed immediately,NAG,NGEN,0
C4.1266,"I missed you omggg, thank you for educating us the right way sir🙏🙏",NAG,NGEN,0
C4.1857,"Bro , book kha hai aapko???  
Can wait to buy for myself and gift to loved ones!!!",NAG,NGEN,0
C4.910,U nailed it!!!,NAG,NGEN,0
C10.94,"arnab u r exposing urself...........just one debate on the work of govt
......i know its not possible to expose ur owener(bjp) ...........u r not a
journalist",NAG,NGEN,0
C4.808.1,Yess,NAG,NGEN,0
C4.107,You deserve 10 million subscribers. 👏,NAG,NGEN,0
C7.1734,Well said sir👌,NAG,NGEN,0
C4.2025,It's very good message you gave.. thanks a lot.,NAG,NGEN,0
C32.44,Omg so much horrible,NAG,NGEN,0
C43.86,"It’s all very well about gay rights and gay marriage but where the problem
lies is there access to kids is coming closer and that’s not right. I’m not
racist against blacks or gays but where I do feel strongly is they should not
be left around kids. It’s just my opinion and I don’t think I’m too far wrong.",NAG,GEN,0
C4.1085.3,"@akshay Viswambharan ditching the Bible or God leads to a godless society with
no morals...just like west rejected God and Bible and became immoral and
hopeless...  
  
  
With Jesus their is blessing without him there would be hell where you would
go forever and ever....give your life to Jesus there is still time...i am just
a bringer of truth to you....God is the witness on the day of judgement.",NAG,NGEN,0
C7.1506,You are the best critic,NAG,NGEN,0
C10.479,Congress always has been crminial mindset,NAG,NGEN,0
C26.303,"Dowry / Domestic Violence (JUSTICE FOR MEN)  
  
Team Nexus is an NGO (Non profit Non GOVT organization), engaged in social
work to serve the Families that seek to assist to resolve and recover from
minor domestic disputes / tussle / allegations etc. These Families suffer
trauma and depression in their attempts to be together again. Our first
priority is to save the family by mending the bitter relationship and also
know the reality of the allegations irrespective of gender. We directly or
indirectly help others to, support the main victims of domestic dispute and
domestic violence. Family tension affects people from all walks of life
regardless of gender, sexual orientation or race. Men, in particular, suffer
because of the lack of recognition and awareness by society and often the lack
of local services available to support them. It is a travesty of justice; we
cannot silently ignore because we've felt the sting of false accusations made
by women of domestic violence or anti dowry act (498A), and resolved to try to
prevent this injustice from continuing. We haven't been able to stop it, but
we wish to help male victims to fight against injustice side of the system.  
IF YOU ARE A MALE VICTIM YOU ARE NEITHER “WEAK” NOR “ALONE” CALL US FOR
EMOTIONAL AND LEGAL SUPPORT AT :09814055672, CHANDIGARH",NAG,NGEN,0
C26.235,superv!!,NAG,NGEN,0
C59.420,I love you dada,NAG,NGEN,0
C26.270.2,"+truthdemon No.. I don't know him personally. It's a relation by pain and
relation of same pain is bigger n better than blood relationship.",NAG,NGEN,0
C4.66,Sir you are great... I am your big fan...,NAG,NGEN,0
C33.539.4,Ur videos are really very interesting 💕I already subscribed ur channel✌,NAG,NGEN,0
C7.2361,After watching KABIR SINGH The Liberal Meltdown is funny 😂😂😂,NAG,NGEN,0
C10.40,Wtf is she even sayin?? Conning the people ??,NAG,NGEN,0
C4.1221,I agree with you firmly. I felt the same thing.,NAG,NGEN,0
C4.1727,Sir something about new joker movie plzzzzzz.,NAG,NGEN,0
C59.331,Nice dada,NAG,NGEN,0
C10.348.1,"Fishing for fame. This holy is a dropout druggee who got battered in Tamil
filmdom and wasted her life. Now out of necessity she wants to be some
relevant price of ass.",NAG,GEN,0
C4.1269.2,@rahul kashiv Who said that one was better,NAG,NGEN,0
C4.2127.5,Doggy style😜,NAG,NGEN,0
C59.105,Right speech,NAG,NGEN,0
C10.578,Arnab is doing great job for country. I am with you,NAG,NGEN,0
C7.1219,Explanation super bayya,NAG,NGEN,0
C4.95,"you're motivating the youth in right direction seriously love your efforts
Guys please understand the power of simplicity and elegance in a bit complex
life

And about kabir Singh in medicine there is so much cut throat competition and
studies pressure all the time that of course this movie is in no way related
to the real life...",NAG,NGEN,0
C7.801,"Loved all song ❤️ Kabir Singh Rocked  
Who Loved Movie hit like here...  
I think first movie showing Love Story of a Doctor ❤️💙",NAG,NGEN,0
C10.752,"You can’t suppress the TRUTH. Roy is an amazing human being who speaks truth.
We have right to express our views",NAG,NGEN,0
C7.1895,Great review sir...,NAG,NGEN,0
C38.75,"First of all homosexual is a demonic spirit ... And also it's against the rule
of nature....",NAG,GEN,0
C4.598,"Hit like for **Ganesh Gaitonde** 🤣🤣🤣

अहं ब्रह्मास्मि ।।",NAG,NGEN,0
C4.1325,Kya baat bede bhai so happy this is a kabir Singh roast😁yes finnaly,NAG,NGEN,0
C4.2127.4,"It ain't wrong. I have a pet dog and he loves me and my family better than
anyone would",NAG,NGEN,0
C10.456,Most bullshit channel I have ever seen,NAG,NGEN,0
C59.1779,Ilove you mrinmoy da your video is so god,NAG,NGEN,0
C4.516,"Very true analysis
""Kabir singh's character was shown irresponsible rich spoilt brat and only
survived just because he was having good financial background unlike a
commoner""",NAG,NGEN,0
C65.354,Omg 😂,NAG,NGEN,0
C7.1032,Kabir singh lovers....hit like.....here...,NAG,NGEN,0
C36.897,Supreme Court aur journalist transgender see paida Hui hai lagta hai,NAG,GEN,0
C59.1201,Love you vaiya nice video.i love you,NAG,NGEN,0
C7.2024,Not agree with you,NAG,NGEN,0
C4.1208,Bollywood needs to remake movies like whiplash and taxi driver,NAG,NGEN,0
C4.291,"4 Peoples Now think i am Good
1:God
2:Mom
3:My Teacher
4:Swetabh Gangwar",NAG,NGEN,0
C10.565,the man defending that dayneis home made,NAG,NGEN,0
C33.649,"When I start to watch this I was uninterested. I doubted if it's even worth
watching. But you guys proved me wrong. Well done. Hope people become more
aware of LGBTQ. They are normal human beings just the way we are. I love the
girls end act. Mind-blowing performance 👌👌",NAG,NGEN,0
C10.69,She is mental author,NAG,NGEN,0
C7.1160,You are Right Vhaiya.,NAG,NGEN,0
C7.28.1,"Lol u don't know what's feminism either if u believe dictionary meaning, if u
believed in true equality then u would support egalitarianism instead if
feminism",NAG,NGEN,0
C4.1674,1000% true bro,NAG,NGEN,0
C7.834,"Simple the film is showing that they are also women who like flawed abusive
men. Have we not seen these women even in our own families? Father is abusive
but Mother keeps quiet and lives by him regardless because she loves him.
Actually the love of the women here is far more than the men. In this film the
female character she see Gabir beyond his flaw that’s what the film is about.
That’s why we need to see love beyond flaws. so Gabir Singh with with all his
flawed character there was a women who still liked him. That’s why some people
liked it.  
  
There were already many films like this already made in Tamil films over the
last decade the idea was to appeal the audience with a male dominated
character to show how an angry person who lives a gal madly and has changed
over the time. The only film that showed this very sensibly was acted by Surya
in the film Mohabbat Ke Dushman another film was acted by Vikram in Tamil film
called Sethu which was redone in Hindi by Salman Khan in Tere Naam. Gabir
Singh is actually a rip off from these Two characters nothing more also the
female characters was also rip off from the female characters from these two
films who were timid characters. So here you go the director got the idea of
writing Arjun Reddy from these two films.",NAG,NGEN,0
C63.51,nicevedio,NAG,NGEN,0
C43.62,"Homosexuality : is it natural ?[困]

Not to condemn no people, but to reclaim the fallen from this practice, is
believing that you can be changed from that stage into a better stage ,to say
that we will leave this one off & take the other, who are we to pass that kind
of judgment on our brothers & sisters .

The Question that should be asked is,
where did this perversion of this deviation come about ?

Cause when God created this universe & everything in this universe to obey Him
& His law , the sun obeys the law under which it is created ,the moon ,the
stars , this planet earth obeys the law of its creation. and what we see in
the creation is no ,creature deviates from the law under which it is created.
The planet moves in its orbit not disobeying the law not even , one fraction
of a second & astronomers can bear this witness .

i dont care where you find, an ant , a bee , a fowl , a fish. They all obey
the nature in which they are created, men is not created to deviate from a
certain nature in which he is created.

the planet earth is created to incline to the plain of its orbit 23°c ,30
minutes ,The planet inclines to the plain of its orbit, this is a natural
inclination or leaning.

Man by nature is inclined towards the female & the female by nature leans
towards the man.

Now i want to know ,where did this , deviation come from?

it was not until a man that was made years ago ,from the original man ,made
opposite to the nature of the natural man, made to deviate from the natural
way of God & man ,made an opposser of the natural way & deviates from the
natural course, His whole life style will be a deviation.

The Bible clearly says ,he changed the ""TRUTH"" of God into a lie & when you
pervert the truth of God & make it a lie ,than what follows from that is a
system of perversion of deviation. we didn't have brothers in Africa walking
around with broken wrists .

since people were taught and learned of this behavior we can un-learn this
behavior.

Scripture says ""as a man thinketh so is he "" if you make a man to think like a
woman ,We have seen that ""Thought"" is so powerful it projects itself totally
on the man's brain & it begins to reshape the material so that a man ,who
thinks like a woman , his face, his features, his movements everything about
him begins to change according to his thoughts.

So scripture says "" behold I the sovereign Lord, make all things new"" so we
must get ride of the deviation and bring man back into the natural order in
which he is created & the only way to do that is to place in mans brain a new
thought & that new thought will bring up a new idea and that new idea will
reshape the ""matter"" of the man ,change the form of the man & change the
expression of the man.

There is no such thing as a homosexual that cannot be changed ,there is no
such thing as a ""lesbian"" that cannot be changed, God is here to change us all
up ,into a new growth & bring us back to the natural order in which we were
created.",NAG,GEN,0
C10.159,"Nupur, you are mad to shout over someone like this, and Arnab, are you an
anchor?? You let Nupur go on shouting and use shitty words for so long..",NAG,NGEN,0
C7.2550.1,"Achyuth Thouta don't hate bro that too comes in india only love good people n
hate bad peoples . But in South their is no such distraction .",NAG,NGEN,0
C45.159,"S k
7079116531
Hii",NAG,NGEN,0
C4.2182.5,Same here. i was waiting for this video.,NAG,NGEN,0
C65.189.1,ha ha ha,NAG,NGEN,0
C32.83.3,"@Hasan Sardar  
Me from earth",NAG,NGEN,0
C57.48,so sweet,NAG,NGEN,0
C36.596,"Homosexual as I saw in buses and movies.... Clapping and dancing. Its not for
Army. Army represent our country and I m with General Sir.",NAG,GEN,0
C7.2070,sir plzz sir titanic plzz,NAG,NGEN,0
C7.413,"Real mind like pure Indian,  
Ery one should learn from u'  
[15:40](https://www.youtube.com/watch?v=J2J5ssSP5yQ&t=15m40s) se excelent",NAG,NGEN,0
C33.593,Is to good bro,NAG,NGEN,0
C63.72.2,Fg Fyy,NAG,NGEN,0
C36.249,"I am an homosexual person and proud to be on my homosexuality !  
According to indian constitution we have three genders and homosexuality is
legal in India so if someone is saying NO to homosexuality or transgenders
this means they are not obeying the indian constitution.  
  
I was NCC cadet and when we are in NCC we get a news that army officers or
soldiers sometimes they sexually abuse to girlish or an innocent I am the
witness I saw this and heard during the NCC period.  
Next I have made physical relationship with men who were or still they are
working with defence forces. So no one can come forward and say that in
defence we have no homosexual. There are but they are in closet.  
Second there are many news where soldiers abused or physically harassed girls
so no one can say that if homosexual will join defence so they will tease the
or harass the straight soldiers.  
  
Homosexual people are normal they are not prostitute who need Sex all the
time.  
  
Please don’t respect transgender and homosexual people if you don’t want  
But at least respect your constitution who legalised them  
  
  
  
According to Ramayana  
Ram god said kalyug May hijaray Raj karenge  
  
  
  
God bless you all from your homosexual brother",NAG,GEN,0
C59.1337,You are right dada,NAG,NGEN,0
C68.1328,Nice video Bass,NAG,NGEN,0
C7.1000.1,Burnol?,NAG,NGEN,0
C45.307.1,9777070288,NAG,NGEN,0
C7.1354,ek problem hai   Main parents ke saath nahi dekh payunga.,NAG,NGEN,0
C7.2414,This video is for Sucharita Tyagi from Film Companion.👍,NAG,NGEN,0
C10.751,Take steps corruption free govt of India,NAG,NGEN,0
C10.16,"rightly said Kishwar, 'lunatic fringe', 'wacko'. I'm adding 'bitch'.",NAG,GEN,0
C4.2240,**Who is missing or londe**,NAG,NGEN,0
C7.1145,Dude Sandeep vanga should watch this ... sahi hai yaar :),NAG,NGEN,0
C7.2339,Amazing superb,NAG,NGEN,0
C33.170,Nice message,NAG,NGEN,0
C26.20,Well done . Justice delivered,NAG,NGEN,0
C10.763,lady,NAG,NGEN,0
C7.994,Exat bro right,NAG,NGEN,0
C47.85.1,@ardhendu dasgupta xxx,NAG,NGEN,0
C4.1420,arjun reddy better than kabit singh,NAG,NGEN,0
C32.143,Nice 👍,NAG,NGEN,0
C10.490.1,Isn't she sexy,NAG,NGEN,0
C45.353,Contact me 8638171924,NAG,NGEN,0
C4.1612.1,"@Jatin Singh Yadav Still I would say both of them are far better than kabir
singh.Still i would say both of them are great (Martian and Mission
mangal)..Enjoy your day buddy.",NAG,NGEN,0
C10.391,Arundhati's hair looks like crow nest 😂😂😂🐗🐗🐗😜😜😋😋,NAG,NGEN,0
C4.1912,So honest . At least someone understood the things.🌼,NAG,NGEN,0
C10.362.1,"There is a saying,two pair of breasts connot be in the same room.",NAG,GEN,0
C59.1166,You are great,NAG,NGEN,0
C10.55,These types of people should live in Pakistan in Peace,NAG,NGEN,0
C59.1679,Very nice,NAG,NGEN,0
C4.1422,"Bollywood characters are also somehow influenced by previous generation
Bollywood characters.",NAG,NGEN,0
C7.1124,"I'm a feminist but I totally agree with everything you said. Kabir Singh is a
masterpiece ❤️💯",NAG,NGEN,0
C10.328,"Why is she bothered, let her join Congress",NAG,NGEN,0
C44.203,Oooooooooo No....🙆🏾‍♂️🙆🏽‍♂️🙆🏾‍♂️🙆🏽‍♂️🙆🏾‍♂️🙆🏽‍♂️🙆🏾‍♂️🙆🏽‍♂️,NAG,GEN,0
C59.512,Just wow,NAG,NGEN,0
C7.1109,U r rock jo aapne kha everything is ryt,NAG,NGEN,0
C4.1044,Sir pls put ur views...on JOKER movie....plz if possible..!!,NAG,NGEN,0
C4.1956,"Kabir Singh is best movie  
If u r stupid enough  
But if u ever seen some videos of Shwetabh bhai  
You will realise how dumb that movie was",NAG,NGEN,0
C10.261,Modi is doing more damage to India than any enemy would,NAG,NGEN,0
C10.79,"U guys don’t get the point. There was no CAA when NPR and NRC was proposed.
The problem is when CAA is combined with NRC. Duh",NAG,NGEN,0
C7.1104,"This should be on
[#trending](http://www.youtube.com/results?search_query=%23trending)",NAG,NGEN,0
C59.565,Soo ..nice..,NAG,NGEN,0
C4.1804.2,In hindi,NAG,NGEN,0
C25.546,"simple, we are taking about sexual equality . so after investigation police
can arrested male member but if case found false than female should be
punished",NAG,NGEN,0
C7.1697,Fabulous.Totally agree with you.100%truth.,NAG,NGEN,0
C7.2206.1,Hahahaha niceeee justification,NAG,NGEN,0
C7.15.3,"@Ahalyaa Namid I am sorry I didn't get u, I'll give u my number & u won't text
me on WhatsApp is it? I don't use much of fb as when college starts I'll be
busy again that's why",NAG,NGEN,0
C10.461,"Well said Arnab, well sais Madhu Kishwar, well said Nupur!!! I guess it's time
we stop giving this ""fringe lunatic"" and fake liberal leftist this woman
called Arundhati Roy any media attention. Everything about her is so fake that
I feel that she does everything only for media attention.",NAG,NGEN,0
C59.1925,so nc dear,NAG,NGEN,0
C7.2505,Just was waiting for your review.,NAG,NGEN,0
C4.529.5,I love how ironic this comment is,NAG,NGEN,0
C4.2080.3,And I was about to watch it tonight😬,NAG,NGEN,0
C4.2138,"I don't watch bollywood movies... movie makers make fool of ppl and play in
crores... agar generation ko bchana ho to bollywood ko boycott kro",NAG,NGEN,0
C4.951,I abandon to watch Bollywood movies since a year ago,NAG,NGEN,0
C59.455,😂😂😁😁gd,NAG,NGEN,0
C7.1228,best video ever,NAG,NGEN,0
C32.61,"I really likes this movie that he made passion and love for relationship
❤️❤️❤️♥️",NAG,NGEN,0
C7.1991,"Kabir singh ending was very powerful.. really kabir singh didnt judged preethi
even though she was pregent.. that was true love. Really..it was kinda
emotional scene.",NAG,NGEN,0
C59.1111,"<https://www.youtube.com/channel/UCYikfisk_p0Nug3WrVQ7v7A>. Plzz Plzz
subscribe .... asha kori kharap lagbena... and cinebap.. gd job.. grt fan of
yours...",NAG,NGEN,0
C59.835,Like your video .nice,NAG,NGEN,0
C7.972,"Bhai tere naam was best film above kabir singh and arjun reddy. Because in the
end tere naam showed the consequences, what happened to radhe. Not like
these., Arjun Reddy and Kabir Singh os is temporary, but Radhe is permanent. 🔥",NAG,NGEN,0
C7.1997,"Do you wear this T-Shirt in public? If yes, then hats 🎩 off to you bro...",NAG,NGEN,0
C26.166,Good job boss,NAG,NGEN,0
C4.1576,100% agree👍,NAG,NGEN,0
C10.468,Sensless debate👏,NAG,NGEN,0
C4.1086.3,Whole video is good..,NAG,NGEN,0
C59.1684,Woww very good,NAG,NGEN,0
C4.1851,"Joker review !  
👇",NAG,NGEN,0
C33.62,Supbbb video,NAG,NGEN,0
C10.757,I will say my name is arundati roy lol.,NAG,NGEN,0
C4.1706,Awaiting for your book...,NAG,NGEN,0
C33.438,Fantastic vdo bro,NAG,NGEN,0
C33.259,U boys are so cute😂😂😂😂👏,NAG,NGEN,0
C7.835,Beauty bhai...thumbs up for you,NAG,NGEN,0
C7.2289,"all doctors must watch this movie. but before watching this movie, must watch
Mr Pratik Borade's review.",NAG,NGEN,0
C4.2259,I like your videos sir 😍 bhot hard Bhut hard,NAG,NGEN,0
C33.574.4,yes ur rgt..,NAG,NGEN,0
C9.70,"We cannot misguide minorities in the wrong way, whatever she said is totally
wrong, we need to provide correct information, otherwise poor will suffer. She
wanted poor to suffer.",NAG,NGEN,0
C7.2464.2,@Kalyan Kranthi yes bro same feeling,NAG,NGEN,0
C9.26,Saurbh PM address is not 7RCR it is 7LKM,NAG,NGEN,0
C7.2345,"why did censor board beep off abusive words in hindi language in this
movie,why not in english???",NAG,NGEN,0
C4.960,Even shahid himself does not like role of kabir singh..,NAG,NGEN,0
C59.1897,Love you Boss,NAG,NGEN,0
C68.39,THANK YOU BROTHER,NAG,NGEN,0
C33.613,Same sex marriage is still not valid in India.,NAG,NGEN,0
C45.438,Nice boss vii,NAG,NGEN,0
C10.201,Godi media shut up,NAG,NGEN,0
C4.496,"Hey shwetabh which is your favorite bollywood movie of all time and why. Pl
reply.।।।???",NAG,NGEN,0
C59.1721,"right brother,, i am bangladesh",NAG,NGEN,0
C33.664.2,What a story yr amazing😀😀😀,NAG,NGEN,0
