ID,Text,Sub-task A,Sub-task B,Label
C4.1807,"[8:07](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=8m07s) ladki aayi ladka
ko pyar ho jata hai...  
Kaise pyar ho jata h bhai?  
Phir vahi bollywood ka purana formula..  
Ladke ne ladki ko dekh liya 😅😅  
Khatam baat pyar ho gaya itna ho gaya ki av vo mar jayega uske liye 😅😅😅",NAG,NGEN,0
C20.299,Jasleen kaur pe bana h 😂,NAG,NGEN,0
C21.78,अगर महिला सहमति से करती है तो ये रेप नही माना जायेगा,NAG,NGEN,0
C4.881,"bhai alag se aakar videos dekhne pad rhe hai......youtube se recommendations
nhi aa rhi aapke videos ki.....saare button daba rakhe hai",NAG,NGEN,0
C7.2067,"Kaun hai ye liberals  
Kaha se aate hai ye log",NAG,NGEN,0
C21.151,"Movie dekhne ke bad aur uske bad prateek bhai ka review yaisa lagta hai jaise
sone pe suhaga.",NAG,NGEN,0
C7.625,"Bhai koi love wala ya 1k likes wala option hota toh is video ke lie bnta wo  
Thanku bhai. Iski bahut zrurat thi  
🙏 🙏 🙏  
Inka muh band krne ki bahut zrurat thi",NAG,NGEN,0
C4.319,"C'mon man , itni bhi kharab nahi thi jitna ye admi bata raha hai.  
Mujhe toh yeh lagta hai k iska ego hurt ho gaya hai k itni ichhi movie
'bollywood' se kaise ban gayi.",NAG,NGEN,0
C59.986,Mst bro,NAG,NGEN,0
C7.1429,O stree friendhip karogi ?😂,NAG,NGEN,0
C7.271,"Pratik Bhai movie ka review Karo aur uske details me baat karne ke liye alag
video banaya karo please",NAG,NGEN,0
C4.2044,"Jo Bollywood Bajirao Peshwa ka Devdas type pyaar ke chakkar mein pagal hokar
marne wala character bana de....",NAG,NGEN,0
C7.944,O stri friendship karogi???,NAG,NGEN,0
C26.115,Bhaut sahi kiya,NAG,NGEN,0
C36.667.1,"pls mujhe de do sir. mai job khoj khoj k paresan ho chuka hu. maine 2 lac rs
ek froud se gawa diye",NAG,NGEN,0
C7.2072,sir titanic movie ka review bnao plzzz,NAG,NGEN,0
C4.1726,"Sundar dikhne se pyar kaise ho jata hai yaar mujhe aaj tak samjh nahi aaya...
Human being kitne bewakoof hote hai yaar",NAG,NGEN,0
C36.1149.4,@Deepak Goyal shayad Bhagavad Gita Mai ho jawab,NAG,NGEN,0
C19.172,Puri movie hi dikha do ....Yahi pe,NAG,NGEN,0
C4.913,"Tu real hein vai!  
Emotional hoke keh raha hu or nehi.....tui az tak jo kaha hein, o true hue aya
hein.",NAG,NGEN,0
C68.494,Vii Kaya diya vii,NAG,NGEN,0
C7.499,"Mastt movie h bhai , Mazaa aa gya dekh k movie...😊👌👍👍",NAG,NGEN,0
C23.51.3,to kya rating kya honi chahiye apke point of view se,NAG,NGEN,0
C59.221,Ranu ka num 9884057000,NAG,NGEN,0
C7.1770,"[0:40](https://www.youtube.com/watch?v=J2J5ssSP5yQ&t=0m40s) literally jo
sukoon Mila na.......",NAG,NGEN,0
C21.211,"mujhe lagta he ab afear aur live in releastion walo ko agrement paper banana
chaiye jisme likha hoga ki hum sex apni marzi se kar rhe the,  
isse aisa hoga ki ladki ladke pe raip ka aarop nahi laga paayegi,,,  
kyu ki is desh me ladkiya sabse jyada difalter bhari hai,,,  
kyu ki har mard ko sex chaiye,,,,  
lekin galat faida ladki utthati hai,,,,  
is liye releation rakhne walo ko coart ka agriment paper sign karna chaiye,
jisse koi bhi ek dusre pe aarop naa laga paaye,,,,  
please is idea pe video bana do,,,",NAG,NGEN,0
C4.829,"Bhaiya maine bhi apne dosto ko yahi bola ki kuch nahi h wahi story ko baar
baar naye chehro ke saath dikhaya jata h par mere chutiye dost to movie dekh
ke pagal se ho gye the",NAG,NGEN,0
C7.1277,Another kamaaal review.... Aaj hi dekh k aaya film 😊😊😊😊😊,NAG,NGEN,0
C38.55,"She : Chasmay bohat acchay hai aapke  
Car wala : meri wife lithi",NAG,NGEN,0
C7.592,ओ स्त्री friendship karogi 🤣🤣,NAG,NGEN,0
C7.1225,"bhai tumhari beard(dadhi) ko kya hua  
ek taraf se jyada ek taraf se kam",NAG,NGEN,0
C4.1851.3,Sun li Bhai NE baat,NAG,NGEN,0
C36.732,Jai mata ji ki sa,NAG,NGEN,0
C7.152,"Critics mafia Kam stars de rahi hai..mathlab film definitely desh ke liye aur
logon ke liye accha hai ..",NAG,NGEN,0
C7.762.3,"Us ladki ne Kabir Ko khud ghar pe Bulaya tha... Film thik se nahi dekhi kya ??
Ya samajh me hi nahi aayi film ??",NAG,NGEN,0
C59.1371,Ap ka kya hoga cinabab ali?,NAG,NGEN,0
C25.467.1,ashish sir with ashish sir gawar larki aisi nhi hoti. Wo sidhi or bholi hoti h,NAG,NGEN,0
C4.835,Mene bola tha ye bnda sandeep mashewari se bhe acha h,NAG,NGEN,0
C7.483,Ak tali to apki soch ko 😡😡,NAG,NGEN,0
C7.934,"guyz please watch this video. sahi galat shayad smajh aa jaye  
<https://youtu.be/nNekk07Qt2g>",NAG,NGEN,0
C7.1671,"Bekar ka bat nhi kar ke picture ke bare me bolo na lamba chowda video banana
band kar de pls",NAG,NGEN,0
C21.122,"Movie ke Pahali line se hi Interest Ban Jata hai... Instant connection Ban
Jata hai... Briliant Movie...",NAG,NGEN,0
C21.35,200 k ho gaye 😀,NAG,NGEN,0
C7.224,"Bhai koi mujhe bata sakta hai wo background music kabir Singh jab uske bhai ke
bachelor party me entry krta hai tb ek DJ music type lgaya tha mast tha  
I say this is how aisa kuch to words sunai de raha tha usme",NAG,NGEN,0
C7.1407.1,sourabh shukla nhi,NAG,NGEN,0
C4.1528,Kya bhai aaj hi saal bhar ka video daloge itna kaam ufff😂,NAG,NGEN,0
C4.1161,बॉलीवुड की koi मूवी बताओ जो देखने लायक हो,NAG,NGEN,0
C4.476,"M likh k deta hun apni gf r female frnds k karn adhe bando n ye movie dekhi
h...",NAG,NGEN,0
C10.1429,Bjp hai hai,NAG,NGEN,0
C36.860.3,भाई हिन्दी में टाईप करने मे टाईम ज्यादा लगता है। बस और कुछ नही।,NAG,NGEN,0
C7.2571.3,"To tu mat dekh, hame to aise hi videos dekhne Hai, keep it up pratik Bhai",NAG,NGEN,0
C4.1823,Joker karo plz,NAG,NGEN,0
C29.22,Jai Shri Ram,NAG,NGEN,0
C4.796,Kutton ki tarah pyaar matlab ?,NAG,NGEN,0
C9.213,"Saurav ji aap mujhe bahut psnd ho ..aap jo kahte ho o psnd h ..or main apne
frnd ko v bolta hu o apko sune...mgr main netanagri k karan maine ye chod diya
h ..bcz rajdip jo bat krta h ...saf saf dikhta h..1 paksh k bare me hi bat
krta h ...usne ek bar v anudti roy ko bura ni kaha ???",NAG,NGEN,0
C19.93,Akshay khanna dabardust actor hai,NAG,NGEN,0
C4.179,Swethabh bhai bahot badiya review tha,NAG,NGEN,0
C59.1043,Jio.......😎😎😎😎,NAG,NGEN,0
C23.33,Bhai app youtuber ke allava app kya kaam karte hai ?,NAG,NGEN,0
C4.1852,"O:04 aaj hum baat karne wale h shahid khan movie ke bare me..  
Shahid khan.? Nai kabir khan? Nai kabir singh, shahid Kapoor kya bol raha hun
main.! 😂😅",NAG,NGEN,0
C4.17,Ye to bghwan h yrr,NAG,NGEN,0
C7.2260,Sir apka review sunke bohot accha laga...,NAG,NGEN,0
C21.293,"Nani's  
gang leader karro bhai.please",NAG,NGEN,0
C7.2068,sir plzz titanic ka movie review kijie request h plzz,NAG,NGEN,0
C9.60,"Arundhati Roy bilkul sahi h  
unka matlab hai...nrc npr ka boycott karna",NAG,NGEN,0
C4.731,319dislikes.. Koun hai yeh log...,NAG,NGEN,0
C7.2570.1,Shutter Island bhi dekh lena bhai,NAG,NGEN,0
C4.1741,Aap likh do ek movie bro,NAG,NGEN,0
C7.601,Movies ek number,NAG,NGEN,0
C33.52,Yaar punjabi ch ve banaea kro video,NAG,NGEN,0
C36.1157.1,Jald hi main ispe video banunga thoda Kam Baki h,NAG,NGEN,0
C7.1635,"nice review but vedio kj lenth km rakha kro yar q kj 16 17 min ka time dekh kr
dil nhi hota vedio pr click krne kq",NAG,NGEN,0
C7.163,O स्त्री friendship karogi 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 osm,NAG,NGEN,0
C7.348,Sahi bhai,NAG,NGEN,0
C32.159.3,Kaha,NAG,NGEN,0
C19.162,Jurur dekenge bhai,NAG,NGEN,0
C21.31,"Sahi baat hai mainey English kafi zyada ae film but its film is very good and
such a content based movies are needed and i hope end main failsa sahi ata
lekin best ae",NAG,NGEN,0
C21.343.2,@Heart Hacker aur bhi bahut kuch hai...........,NAG,NGEN,0
C4.2228,"[1:20](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=1m20s)  
Chair ka hi awaz hai bhai ne paad nai mara 😂",NAG,NGEN,0
C9.253.2,Ab hum karenge to tumhe Burma lag jayega,NAG,NGEN,0
C19.142,film to kl aa rhi h yar,NAG,NGEN,0
C4.40,"Bhai web series m sirf gaali aur sex hota h vedio bnaao bade bhai youth ko
smjhao",NAG,NGEN,0
C21.131,A1 movie Hain sir,NAG,NGEN,0
C7.398,Shi bol rhe ho bhai,NAG,NGEN,0
C7.2538,"bilkul sahi kaha hai sir, we all support you👌👌👍",NAG,NGEN,0
C7.90.1,"Simple si baat hai... Kyu ki un films me Drink, smoke in baton Ko glorify Kiya
Gaya hai... Jaise ki Veere di wedding, Four More Shots please etc.  
Par Kabir Singh me drink karne Ko uske jivan ke ek bure Daur ki tarah Dikhaya
hai ! Aur ending me Kabir ke pitaji use kehte bhi hai drink chhodne ke liye !",NAG,NGEN,0
C23.43,Bhai main sirf aap hi ka review dekhta 😊😊,NAG,NGEN,0
C21.191,Iss movie ke bare mein baut reviewers ko nahi pata,NAG,NGEN,0
C4.1819,"mere ko ye movie bilkul h bakwas lgi, puri dekhi tk nhi..",NAG,NGEN,0
C7.1579,Break the chains dude 🤣🤣🤣 bhai aapne mann ki baat keh di,NAG,NGEN,0
C36.686,army me abhi bhi ye loag hai.. mere dosto ne bataya hai,NAG,NGEN,0
C33.2,Ha buhut acchi lagi .... buhut comedy thi end buhut accha hua,NAG,NGEN,0
C9.157,Ranga billa 😝,NAG,NGEN,0
C59.367,Lol Ranu mandal😠😠😠😠😠😠,NAG,NGEN,0
C7.523,Are movie ka review kab kroge😂😂😂,NAG,NGEN,0
C7.1850,Yeh Movies talk ke baare mei baat kr rha 🤣🤣,NAG,NGEN,0
C68.76,Atssa laga,NAG,NGEN,0
C19.27,isse Accha mobark sir hai,NAG,NGEN,0
C7.2485,"Bhai sirf T SHIRT ki wajah se subscrine kiya same Tshirt hai L
Size..[wyo.in](http://wyo.in/)",NAG,NGEN,0
C4.1147,very nice ...mujhe b kabeer singh movie ekdam ghatiya lgi,NAG,NGEN,0
C4.721.1,"Tu movie. Dekh kr khush ho bhai 2 ghante ki movie ke baad ab jee aur neet
clear hoga, ye sahi me bahut achhi movie hai tum wapis dekho bollywood ki
**unique** story 😂😂😂",NAG,NGEN,0
C4.733,Mai hairan tha ki kabir singh itna popular hua hi kyun...,NAG,NGEN,0
C7.661,"<https://youtu.be/47uX4qwlVnQ>  
  
Dekho vai BBC wale a kya bol rahi hain!!!",NAG,NGEN,0
C4.1830,"Apna bhai ab de raha h kabir singh ka review jab ye movie max pe aati h
Sooryavansham ke saath .  
Bhai ek kaam kas kar kal Sooryavansham ka bhi review post kar dena .",NAG,NGEN,0
C36.1107,Ye sb to thik h......bt ye gays ko identify kaise krenge,NAG,NGEN,0
C7.2390,Bahut sukun mila bahut sukun mila☺☺☺☺☺,NAG,NGEN,0
C4.1899,Arre Bhai Bhai Bhai Bhai 2 din me 4 videos😎😎,NAG,NGEN,0
C9.179,Ye rajdeep kabhi nahi sudhrega √,NAG,NGEN,0
C7.857,Sahi se shave nh kiye ho kya bhaiya... Ek side trimmed h aur ek side nh😂😂,NAG,NGEN,0
C4.783,Ap sahi bol rhe h sb faltu h,NAG,NGEN,0
C4.1404,"Abhi Tak nahi Dekhi
[#kabirsingh](http://www.youtube.com/results?search_query=%23kabirsingh) 😬",NAG,NGEN,0
C7.878.2,Sachchai kadvi Hoti hai !!,NAG,NGEN,0
C7.2556,"Bhai reply Dena  
Review ke baad aur Kya job karte ho  
Sare movie kaise dekh lete ho",NAG,NGEN,0
C7.1575,Pls Arjun reddy movie ka link bhejo,NAG,NGEN,0
C38.763.1,shobhit kumar q kya galat hai isme?,NAG,NGEN,0
C7.1766,Oh hooooo pratik bhai aapne to keh k le li😜😜😂😂,NAG,NGEN,0
C33.129,"I am tomboy or jisko apni faltu ki bkwas krni krta rhy 377 act ny gay or
lesbian person ko Jaan di hy",NAG,NGEN,0
C7.2252,Sabit kya karna chahte ho film se....,NAG,NGEN,0
C7.2379.4,Jai Shree Ram,NAG,NGEN,0
C32.139,"Omg my god  
  
सभी कलाकारों को बधाई हो",NAG,NGEN,0
C4.1103,"SIR AAP HAMESHA LADKI KE BAARE MAI KUI DISCUSS KARTHE HO....KAHI AAP KA BHI
LADKI BAAZ TOH NAHI HO? J",NAG,NGEN,0
C26.224,"bhaijaan tum to mara bhai hoo , i believe in eye for an eye, tumna to 4 lashea
bichea ha, mana to tabbar he khatam krna ha , ak baar wo case waps lala, unki
ma maa chod ka rakh doonga, pehla to apni saas ko chodunga jisna mujpa jootha
case kia haa , mera baap pagal ho gyaa haaaa unki waja saa !!!",NAG,NGEN,0
C4.91.1,"@Kishan Mishra agar characters hi itne matter rakhte hai toh phir salman khan
ke tere naam wale character ko logo ne itna pasand kyun kiya.",NAG,NGEN,0
C19.125,Mubarak ka review jyada achha hota hai,NAG,NGEN,0
C10.488.1,Itna patience arnab ko pehle baar dekh rha hu.,NAG,NGEN,0
C4.1332,"Bhai ek video tiktok k baare main bhi banayo plz. like guys for tiktok
chutiyapa roast",NAG,NGEN,0
C7.274,four more shots me jay nakara hai?,NAG,NGEN,0
C38.269,"Jo aadmi kehe reha tha khatam kar dunga....mujhe dr lag reha tha ki
kahin.....sherya aur timeliners walon ki hi na ""khatam"" karde....😂😂😂😅😅",NAG,NGEN,0
C4.1501,"Bhai... Maine toh """"Kabir Singh"""" Movie dekhi hi nhi... pata tha Chutiyapa se
bhaaara hua hoga...... 😂😂😂😂😂😂😂😂😂😂😂😂😂😂.......",NAG,NGEN,0
C4.497,broo salil jamdarr ka bhi item songs par parody h...,NAG,NGEN,0
C4.1798,"bhai You are right but audience jo chahti hai wahi dikhayegi na bollywood?
Audience ka taste kab change hoga?",NAG,NGEN,0
C4.746,"America se india ko compare krne baad ye point aata hai ki .  
India me jo trend yaa problem abhi chal rhe hai wo America me 1940-1950 ke ass
paas chal rahe the....",NAG,NGEN,0
C10.1049.2,chutiya ho tum nrc aanewala kagaj jama karo.,NAG,NGEN,0
C36.682.1,@Gaurika Fry By Ritwik ye sabh bakhwas hain,NAG,NGEN,0
C4.1027,"Are dada 🤪🤣  
🙄😄🤩kitni galti  
Sahid khan .... Kabir khan .....kabir singh",NAG,NGEN,0
C7.2359,"bilkul shi bol rhe ho sir 😍😍😍, chlo koi to hai jo ese logo k khilaf bol rha
hai....👏👏👏👏👏👏",NAG,NGEN,0
C29.17,बहुत सही जानकरी,NAG,NGEN,0
C45.229.1,Bade bade kele ke sath,NAG,NGEN,0
C7.1687.3,@L Lawliet q beta tera mami bula rahi h kya milne ko fursat me😂😂😂😂😂😂,NAG,NGEN,0
C4.1146,"Ye saali chutiya film kabir singh abhi tak dekhi nhi, but mere dost pagal ho
rkhe iske songs k liye",NAG,NGEN,0
C4.1846,Mass hypnotism chal Raha he,NAG,NGEN,0
C10.80,Arundhati ☠️☠️☠️☠️☠️,NAG,NGEN,0
C7.1676,"They dont know a man's feeling.actual me ek ladka jab true love me betrayed
hote hai to yehi feelings ate hai unke ander.sandeep bhangra knows inner
feeling of a man.aur woh feelings woh khut khut ke bhardiye is film k
ander..har ek scene itna realistic hai ke mai kya batau..",NAG,NGEN,0
C4.1256,"Bahut achha bhai...  
Thanks....",NAG,NGEN,0
C20.305.1,Wahi to aaj tak bhi ek mystery h,NAG,NGEN,0
C36.1023.1,Sahi kaha bhugat rage hain hum aaj,NAG,NGEN,0
C7.1587,Bhai bht mast👌👌👌👌👌👌👌,NAG,NGEN,0
C4.1457,Sashi taroor ke thisri aulad!,NAG,NGEN,0
C7.1394,Free mein Online se dekh ke revew de rahi ho,NAG,NGEN,0
C4.1964,"[7:26](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=7m26s) satya kaha gaya
hai...😂😂😂",NAG,NGEN,0
C7.730,Ek Dum Sahi bhaiya mere mooh ki baat chura li aapne,NAG,NGEN,0
C68.1340.4,Bangla sentence dikhao,NAG,NGEN,0
C26.258,jahangir bhai ne to ghazab ka kaam kiya,NAG,NGEN,0
C4.2141.4,"@ching pong bhai meri jaan... 2 saal +2 bs... Mera 7 saal ka relation hai...
25 age hai... Experience age aapse zyda h... Achi bat h agar lyf tym sath
rhe..... Or bhgwan na kre agar breakup hua kch hoge... To nam yad rkhna RAHUL
SHARMA.... Move on krna bhot hard hota hai...",NAG,NGEN,0
C7.849,"**प्रशासक समिति✊🚩**  
  
😡😡😡😡😡😡😡😡😡  
 **आर्यो को आंतकी बताने वाली नेटफ्लिक्स की सीरीज जिस को हुमा कुरेशी (जिहादी)
बना रही है , हिंदुओं और हिन्दू राष्ट्र को बदनाम करने का काम किया जा रहा है।
100 करोड़ हिन्दुओं के देश में हिंदुओं को ही बदनाम किया जा रहा है😡😡😡😡😡**  
  
 **इस सीरियल मे आर्य बाहर से आए और बच्चों का अपहरण किया, गौ मांस खा कर देश मे
फैल गए ऐसा दिखाया गया है**  
  
**😡कुछ स्थानीय कुरीतियों का सहारा लेकर पूरे हिन्दू समाज ओर सनातन धर्म को गलत
तरीके से दिखाया जा रहा है**  
  
 **🚩हिंदुओं ने तो अपनी कुरीतियों को समझा और संघर्ष कर उन्हें दूर भी किया और अब
भी कोशिश चालू है, लेकिन इन जिहादियों🐷 ने कभी अपनी कुरीति नहीं दिखाई और न ही
उन्हें दूर करने की कोई कोशिश की✊**  
  
 **😡खतना, तीन तलाक, हलाला, मुताह, बकरीद ओर बेजुबानों की हत्या, बुरखा, ओर
असंख्य कुरीतियां भरी पड़ी हैं लेकिन इसिपर इन जिहादियों का ध्यान नहीं
जाता😡😡😡😡😡😡**  
<https://youtu.be/1HfIlxdxRhE>  
  
**आखिर कब तक हिन्दू सहन करेगा, कब तक अपने धर्म का अपमान सहता रहेगा...ओर
क्यों🤔🤔😔**  
  
 **🤺जागो हिंदुओं अपने धर्म की रक्षा करो अन्यथा एक दिन आएगा जब तुम्हें रक्षा की
आवश्यकता होगी और तुम्हारी रक्षा करने कोई नहीं आएगा😔**  
  
 **इन जिहादियों🐷 का पूर्ण बहिष्कार ओर जबरदस्त प्रतिकार होना चाहिए😡😡😡🤺**  
  
[https://m.facebook.com/story.php?story_fbid=3329309197094463&id=2262905757068151](https://m.facebook.com/story.php?story_fbid=3329309197094463&id=2262905757068151)  
  
🙏🚩🇮🇳🔱🏹🐚🕉",NAG,NGEN,0
C7.1617,Kaha milte h aise log,NAG,NGEN,0
C4.94,Bhai ap bhi director bn jao shyad koi achi movie aa jye market mai 😂,NAG,NGEN,0
C21.266,Dream girl ka karo pls,NAG,NGEN,0
C7.1965,"Babhut sukoon mila [0:36](https://www.youtube.com/watch?v=J2J5ssSP5yQ&t=0m36s)  
Savage😎",NAG,NGEN,0
C4.1589,🤣🤣sahi hai guru..,NAG,NGEN,0
C4.587,# hat teri ... Ooooh,NAG,NGEN,0
C32.159.2,Gujrat me kaha,NAG,NGEN,0
C20.101,"Me iske itne saare videos Dekh chuka Hu but still I don't understand ye Ladki
banke kyu ATA he ? Bhai ladka bane rehne me kya dikkat he ?",NAG,NGEN,0
C33.118,Nice vidiyo yarr,NAG,NGEN,0
C7.241,Sahi hai,NAG,NGEN,0
C7.626,Liberal na banu to kya conservative hona sahi hai??,NAG,NGEN,0
C36.942,क्यों भाई homosexual नहीं allow hai,NAG,NGEN,0
C9.128,"Bolne Aajaadi tabhi hai jab aap sahi bol rhe ho...  
Raajdeep bhi congress party ka unofficial member hai.....",NAG,NGEN,0
C33.126,Asadharan,NAG,NGEN,0
C7.2408,Bhai tu nashik se hain kya ???🤔🤔🤔,NAG,NGEN,0
C7.2570.5,@Faluda Fanatic movie dekhi hai. It was OK,NAG,NGEN,0
C26.63,"Seedha sa ek law bana deejeyey ki agar ye proof hota hai ki agar wife key
allegations galat saabit hotey hain chahey usmain kitna hi time Lacey....lekin
agar ye saabit ho ki allegations galat hain to WIFE KO JAIL HOGI ....",NAG,NGEN,0
C59.1648,Jio boss jio,NAG,NGEN,0
C33.304,"आ भी जा सनम,  
यूं ना कर सितम ,  
तेरी बह###",NAG,NGEN,0
C9.313.5,"तशरीफ ऐसी तोड़ी है तौबा,की आज भी चींखें निकलती है पैखाने में!  
और वो टूटी लाठियों का भी हिसाब जोड़ रहे हैं जुर्माने में,!😀😀😁",NAG,NGEN,0
C4.2119,Issa jada ghabraya hua apko kabhi nahi dekha power of kabir singh😁,NAG,NGEN,0
C4.290,Bhai dabaang 3 ke trailer pe toh review banta hai😂😂,NAG,NGEN,0
C4.1621,Bhai left bottom pe dekh video ka kitne jaldi mai video edit kiya hai,NAG,NGEN,0
C4.1042,"Yeah point ekdum Sahi hai ....film ka influence bahot Hota hai .....Mera dost
ne apna FB id n pubg mei naam rakh liya hai Kabir Singh + photo v usi Ka hai
😂😂😂",NAG,NGEN,0
C7.2165.2,"Agar aisa hi reviews ke naam par politics ki baatein hoti rahegi toh mein likh
ke deta hoon 1M iss channel ke kabhi nhi honge.100%guaranteed mein deta hoon
nhi honge 1M kabhi bhi.👍😶  
Agar pehle jaise pratik pure movie reviews de toh bohut jaldi subscribers
badhenge.👍",NAG,NGEN,0
C7.2220,Sach bataiye speech prepare ki thi na😛,NAG,NGEN,0
C19.131,"Movie movie dekne ke phle section 375 or 376 dono ke points pdna achaa rhega
ky...  
  
Me padh liya😂😂",NAG,NGEN,0
C32.129.1,AO NA,NAG,NGEN,0
C4.1231,Ek time Tha jb Bhai ne hi Arjun readdy suggest ki thi .😅,NAG,NGEN,0
C43.23,☺ ab lga ki india baqai badal raha he👭👬👫❤,NAG,NGEN,0
C32.17,MUJHE HANDSOME GAY HUSBAND CHAHIYE 😭,NAG,NGEN,0
C7.2206.2,"Yes yes yes .... Vo best part Hai video ka 😂😂😂  
Koi feminist ispe kuch nahi bolega ab  
Pratik Bhai rocks 😎😎😎",NAG,NGEN,0
C32.118.4,@vinita pant 7681831967,NAG,NGEN,0
C4.1978,Bhenchod mene dekhi hi nhi🤣🤣,NAG,NGEN,0
C36.432,ek mari machli pura talab ganda kar sakti hai ... bas yahi sochta hu sir ..🤔,NAG,NGEN,0
C7.1843,"Yar chor do aisi movies banani real incident ke uppar movies banayo or reality
bases stories pe movie banayo",NAG,NGEN,0
C4.869.2,Shi kaha,NAG,NGEN,0
C68.290,good morning beti,NAG,NGEN,0
C59.1408,Sahi jawab diya aapne.....,NAG,NGEN,0
C61.2250.1,Ek dam bhai 🤣🤣🤣,NAG,NGEN,0
C4.793,Bohot ghatiya intro tha,NAG,NGEN,0
C7.33.1,"Sabse pehle Liberals kise kehte hai pata kariye... Kripaya yaha Dharm Ko bich
me mat laiye !",NAG,NGEN,0
C4.983,bhai joker movie ka review.,NAG,NGEN,0
C4.1485,Vai apka book kab aa rha hain? Eagerly waiting,NAG,NGEN,0
C9.253,Mazak tha bhai,NAG,NGEN,0
C33.239,Allah hidayat dy amen,NAG,NGEN,0
C36.324,Becharo ka land bekar hota hoga,NAG,NGEN,0
C4.1984.2,"@osm bro 🤡bhai tu itna fadfada rha hai,🤣🤣maja agya..........thoda aur 😋",NAG,NGEN,0
C32.98.2,Kashi ram nishad Kashi ram nishad 8140358886,NAG,NGEN,0
C20.208,Tu doosra kuch kaam dhoond le...,NAG,NGEN,0
C33.41,Haaaaa wao,NAG,NGEN,0
C7.2145,"Amazing sir , Feminist irritate krti hai bewajah ki baate krke ,",NAG,NGEN,0
C4.1745,"or plzz hume btayein ki aapki book kb aari h.... m aapki book ka bhut wait kra
hun bhaiya....",NAG,NGEN,0
C4.1015,"[13:08](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=13m08s) thoda control
karo",NAG,NGEN,0
C4.914,Shahid khan😂😂,NAG,NGEN,0
C4.1369,"“Oh launde kya hal chal"" line is missing 🤣",NAG,NGEN,0
C9.250,Ta modiji or saha jhut nehin bolte?,NAG,NGEN,0
C19.151.1,@Ramachandra Chhatar haan,NAG,NGEN,0
C36.747,Allow krna bhi nhi chahiye ....,NAG,NGEN,0
C19.156.2,sirf bat ke sath pose hi deti ho ya khel bhi leti ho😂😂😂😂,NAG,NGEN,0
C4.1851.1,@Avinash Kr. Deveskar usne AK quation ki,NAG,NGEN,0
C4.342,Mai nhi dekhta Bollywood moive total garbage h !!!!!!!!!!!!!!!,NAG,NGEN,0
C4.714,Mainay aadhay ghante main band ki,NAG,NGEN,0
C4.1759,"Apko dekhte dekhte apki tarah sochne lagi hu baki ko lgta ha kiya faltu ha
duniyA se cut rhi ha but unhe kiya pta kon sahi ha ...thnq",NAG,NGEN,0
