ID,Text,Sub-task A,Sub-task B,Label
C10.431,"I literally cannot imagine a scenario where I'd be watching content from this
channel, leave alone penning down a comment. I personally abhor this
propaganda infused right-wing program and have reported it multiple times.
It's in the best interest of the nation if it ceases to exist from the digital
platforms and is confined to television only. Nevertheless, needed to get
certain thoughts off of my chest so here goes:  
1\. Stop broadcasting these staged debates that resemble poorly produced
b-grade flicks at best. The background score during the intro, the
participants who are more like the bickering neighborhood aunties than
dignified panelists, etc. stink of sub-standard nonsense. Stop fooling the
public.  
2\. Instead of all this nonsense, why the hell can't you show how the PM and
Home Minister have successfully confused the nation and are literally behaving
like clueless self-contradicting juveniles?  
3\. With a few days left for 2020, our nation is yet to overcome the confines
of religion. I had high hopes for my country and had started believing that we
would achieve great heights in the field of Science and Technology that would
put us in the big leagues, but no, we are all weighed down by this archaic
concept (read religion) and have ensured that progress is a goal that is quite
far from our reaches.  
A note to Republic TV:  
Instead of showing all this nonsense about anti-nationals, lutyens and what
not please focus on key items that are deterring our nation (unemployment,
poor economy,etc.). The mass does not care about the sub-standard reporting
you do on these ridiculous theories. They want some concrete information that
the news channels alone can provide.",NAG,NGEN,0
C4.1512,I was waiting for it.... Very honest opinion,NAG,NGEN,0
C59.1980,OMG 😱,NAG,NGEN,0
C33.76,Llovu,NAG,NGEN,0
C59.924,You are Right broo thanks,NAG,NGEN,0
C10.333,"she is castigating our citizens to direspect our country and its law .who
donkys gave her Booker prize .she is mocking and insulting our country and
behaving like wicked and crafty woolf . shame on you .you wampnthi . q
chutyapnti kar rahi ho . jai hnind .jay jagat .",NAG,NGEN,0
C33.785,"Watch this amazing video
[https://www.youtube.com/watch?v=S6g_W2nTcvQ&app=desktop](https://www.youtube.com/watch?v=S6g_W2nTcvQ&app=desktop)",NAG,NGEN,0
C26.284,hats off brother,NAG,NGEN,0
C7.1599,Too much spoiler 🙄🙄🙄 Change Title 😒😒,NAG,NGEN,0
C10.628,"but can you catch them, no....if yes fial complian agaist them in court and
punish then and put them in jail..but you cant//this is the fact...she is the
danderous lady and you are helpless..court are reluktunt to punish them",NAG,NGEN,0
C68.1288,Ranu is a bad girl 👍👍😸😆😂,NAG,NGEN,0
C4.1389,The world needs more men like you,NAG,NGEN,0
C7.1876,**Correct**,NAG,NGEN,0
C4.1285,"The whole Bollywood premise is showing a life people dream about and not
realism. It's a form of escapism from reality.",NAG,NGEN,0
C4.1622,"Salute to you sir,great thinking",NAG,NGEN,0
C57.6,"Watch this song..Awesome
<https://youtu.be/4Ax1099ML-Q>",NAG,NGEN,0
C59.1974,Very very nice Bor,NAG,NGEN,0
C33.193,Very nice video,NAG,NGEN,0
C4.1177.3,Epic movie,NAG,NGEN,0
C59.327,Super bro,NAG,NGEN,0
C44.86,"Good job,,plz sub",NAG,NGEN,0
C7.2582,Weren't you a liberal yourself?😂,NAG,NGEN,0
C4.1291,That is why I like amir khan,NAG,NGEN,0
C7.1353,Best film for sahid Kapoor,NAG,NGEN,0
C10.427,"This mentally ill Lady is a barking Street dog whose intentions to pull
people's attention that she is alive",NAG,GEN,0
C33.775,Manjee.. Chakshu ji.. Nd.. Akhil ji... 😁 😂 🤣 🤣 🤣 fab.. 😁 😂 🤣,NAG,NGEN,0
C59.795,"All of you r jealous of Ranu Mondal. .you have no education. .bt we support
Ranu ji fr her talent ...we never interfare her personal issues. .we love her
devine voice. .dats it..",NAG,NGEN,0
C7.1168,Kabir singh one of the best love story. Dil se jud gayi movie,NAG,NGEN,0
C7.2355,"Shadaa by Diljit Dosanjh  
Review  
Please 🙏 🙏",NAG,NGEN,0
C45.304,col,NAG,NGEN,0
C4.649,You are talking real sense bro..,NAG,NGEN,0
C4.2217,"Mensutra is the leader of youth....Thnx for your contribution to our Indian
Society",NAG,NGEN,0
C59.2019,Love from bd💖💖🇧🇩,NAG,NGEN,0
C33.514,hlooo,NAG,NGEN,0
C32.136.2,@Babu Lal good morning ji,NAG,NGEN,0
C4.1066,"Please do a fan meetup! We want to meet you in person. There are many
community centres in and near Saket that you can book for same.",NAG,NGEN,0
C7.1762,awesome movie..,NAG,NGEN,0
C4.2169,"how can u talk for so much time and u looking just at the camera.. which means
it's like talking to yourself..",NAG,NGEN,0
C63.63,good,NAG,NGEN,0
C43.12,"Finally, i can legally call indians gay",NAG,GEN,0
C58.420,Really,NAG,NGEN,0
C7.501,Totally agree👍,NAG,NGEN,0
C10.1402,"As per Arundhati she should give her name as Kung Fu Kutiya and she should
keep practicing balancing tooth brushes on her nipples (god of small things),
that is all she is worth for. They (Roy, Kavita Krishnan, Shehla Rashid)
should rent apartments in Hira Mandi).",NAG,GEN,0
C4.1842,Ayushmann khurana nawazuddin siddique rajkumar Rao are really good actors,NAG,NGEN,0
C45.789.3,8617618488,NAG,NGEN,0
C32.49,"Ya gay person never like girls....but they won't going into violence against
girls...ur approach is entirely wrong man😒😒😒👎👎👎",NAG,NGEN,0
C7.1645,No means no... Awesome sarcasm...,NAG,NGEN,0
C7.2578.3,"తమ్ముడు వైపర్ ఏంది నీ బాధ... 🤔  
గమున్నుండవాయ్...  
రిప్లై ఇవ్వలేదని ఓ కామెంట్స్ పెట్టుకుంటూపోతున్నారు  
Shahid he is good actor & better then khan's So we are all just encourage  
  
Don't negative be positive  
Prabhas & shahid one of the greatest friends So I'm just supporting  
  
I'm member of prabhas fans association  
  
Eagerly waiting For shad's oF saaho  
  
Just waiting all",NAG,NGEN,0
C4.1784,I think you are one of the most honest youtubers on the platform. Respect! 🙏,NAG,NGEN,0
C4.1571,amezing brother🤘,NAG,NGEN,0
C10.498,"Give the fake name and fake details and you will end up being unable to vote,
nor open bank account nor apply for any social benefits...",NAG,NGEN,0
C45.635.4,কামরুন নাহার right,NAG,NGEN,0
C33.143,Nice msg in end. Awesome video 👍👍👍👍👌👌💗💗,NAG,NGEN,0
C33.388,"Yes I saw in reality how protective lesbian girl is when it comes to her
girlfriend..... Salute to that girls...lgbt rocks",NAG,NGEN,0
C33.348,Good.. :),NAG,NGEN,0
C4.1159,"Iam a medical student and we give atleast 6-7 hrs for subjects . There is
nothing like personal life in medical field. For the sake of patients you have
to sacrifice your personal life.",NAG,NGEN,0
C10.186,She is a drug adict n dinner girl of billionaire,NAG,NGEN,0
C10.241,"these mental congress paid leftist so call intellectuals thinking Hindustan is
a jock.. these group will be behind bar or will be eliminated before
2023...just wait...this govt will not spare",NAG,NGEN,0
C4.339,Kabir singh 2019 most overrated movie🤮🤮,NAG,NGEN,0
C4.719,Hit like if you love ayushmann khurana,NAG,NGEN,0
C45.513.1,@Sayan Bose Thanks.. Respect.,NAG,NGEN,0
C4.1754.1,"Have u watched 3idiots, OMG, queen, Parmanu, Bajrangi Bhaijaan, Sultan,
Dangal, Padman etc?????? Better try to watch these good movies and remove ur
negativity about bollywood.",NAG,NGEN,0
C59.1638,Right 👌 bro,NAG,NGEN,0
C7.2138,Best and well studied review bro...👍,NAG,NGEN,0
C7.711,Totally agree......bro..Specially for Army and for country security...,NAG,NGEN,0
C63.174.1,"Al9


,Alicia",NAG,NGEN,0
C7.1824,Who is watching this after india beat afganistan in world cup 2019.,NAG,NGEN,0
C44.106,"Extremely sad, very very tragic.",NAG,NGEN,0
C7.105,Sucharita tyagi is awesome,NAG,NGEN,0
C7.1110,"At [14:27](https://www.youtube.com/watch?v=J2J5ssSP5yQ&t=14m27s) ...this is
What i said to my Father after 12th 😂😂😂😂😂😂😂",NAG,NGEN,0
C38.35,Homosexuality is ban,NAG,GEN,0
C7.287,Pseudo liberals are themselves too much intolerant,NAG,NGEN,0
C26.200,good job done by this man,NAG,NGEN,0
C59.968,Your voice is very sweet,NAG,NGEN,0
C4.1684.1,Ya he is the only who talks sense on you tube,NAG,NGEN,0
C33.768.1,#NAME?,NAG,NGEN,0
C32.105,It's good video but not good to murder of female,NAG,NGEN,0
C7.129,<https://www.bbc.com/marathi/india-49022841>,NAG,NGEN,0
C7.2495,This movie is really great,NAG,NGEN,0
C59.1681,"Bro, Nice video",NAG,NGEN,0
C68.721,You are alright,NAG,NGEN,0
C10.197,"This lady from BJP is crazy this is how u react man such a foolish and
ignorant lady",NAG,NGEN,0
C10.362,I just love how two women shout over each other about another women.,NAG,NGEN,0
C7.2534,Toy Story 4 review sir please,NAG,NGEN,0
C33.244,Super 🤠🤠🤠,NAG,NGEN,0
C36.986.4,"@jacky ju IF YOU WILL TAKE 5 ML TESTOSTERONE HORMONE INJECTION AND NOT FIND A
FEMALE YOU CAN EVEN FUCK A DOG",NAG,GEN,0
C4.1909,GaNgss Of wassepur Fanss Hit A like....😂😂😂,NAG,NGEN,0
C4.1787,I totally agree with you sir 💯,NAG,NGEN,0
C26.24,Salute,NAG,NGEN,0
C7.1188,You got a subscriber 👍,NAG,NGEN,0
C4.973,"Sir I Have Sent A Personal Message To You on Instagram .... Please Make a
Video on it",NAG,NGEN,0
C32.12,"Gay are not criminals, its a sexual identity, please stop sending wrong
messages",NAG,NGEN,0
C33.645.1,"Wow that's cool bcz i love all lesbians & gays. They are more spacial than uh
in my opinion. So i support them cz i respect them ❤❤. Bt i m nt a lesbian",NAG,NGEN,0
C7.2222.1,"@Be Positive What is your opinion about Muslims not allowing women to enter
Masjids ? Why are there no feminists protesting for that ?",NAG,NGEN,0
C7.796,Superb nice movie,NAG,NGEN,0
C4.2219,"I died at Shahid Khan , Kabir Khan 😂😂😂",NAG,NGEN,0
C7.697,"I guess it's the first film where every reviewer on youtube had a different
opinions and views .. woh!  
but I just loved the film!!",NAG,NGEN,0
C26.290,"There is no action taken against woman, who file false 498a cases, so crime is
the only option left for a sensible Men like him, who was looking for
justice...",NAG,NGEN,0
C4.1976,"Bad boy character is more preferable then good character in girls eye...that's
why destructive films popular...",NAG,GEN,0
C7.55,"Well I do agree with most of the points you said..but I just feel that the
initial things done by Kabir in order to approach Priti were kind of scary.
Normally any girl would get scared. Priti's reaction to all of that was kind
of weird to me.",NAG,NGEN,0
C4.1778.1,Watch Section 375. It's a masterpiece exposing feminism.,NAG,NGEN,0
C4.2148,Bhai types of girls series continue Karo...,NAG,NGEN,0
C68.1103,Very good video,NAG,NGEN,0
C68.551,Yes bro you ar right,NAG,NGEN,0
C4.1540.2,@Franklin Bro. I agree 💯% with u...,NAG,NGEN,0
C4.2250,"Shwetabh pin my comment.
You are too good man.",NAG,NGEN,0
C44.93,se se se it's hearing looking feeling veery bed...,NAG,NGEN,0
C4.115,"Gazabb review .... I thought you would praise this film... Thank God you
bashed it.... Love your review",NAG,NGEN,0
C4.2177,"Finally, most anticipated video of Shwetabh sir!",NAG,NGEN,0
C45.391,Sonagachi hit like❤,NAG,NGEN,0
C33.449,nice bhai,NAG,NGEN,0
C4.886,200 crores club movie hai ye 😂,NAG,NGEN,0
C33.161,Oooo super,NAG,NGEN,0
C4.1957.1,"Savdhaan India, Kabir Singh fights back.😁😁",NAG,NGEN,0
C4.1204,😂😂amazing practical person,NAG,NGEN,0
C7.321,Hypocrisy... is a disease,NAG,NGEN,0
C7.2005,TRUE,NAG,NGEN,0
C4.389,"Even I watched the movie and I had similar thoughts, but the only appreciable
part was Shahid's acting.",NAG,NGEN,0
C45.5,Nicevedio,NAG,NGEN,0
C58.285,Hi8,NAG,NGEN,0
C7.853,"I am a big fan, Pratik Bhai love from the USA 🇺🇸😍",NAG,NGEN,0
C10.568.1,They will know in 2024 Elections when we vote for Modi Government in Majority.,NAG,NGEN,0
C4.442,Nawazuddin a toxic character babat realistic presentation,NAG,NGEN,0
C25.509.1,Right sir ...,NAG,NGEN,0
C4.2001,If anurag kasyab directed this film then it will be like crime petrol show.. 😂,NAG,NGEN,0
C4.2254,Once again you nailed it!!. Keep going brother.,NAG,NGEN,0
C7.1613,"Frankly I liked only Shahid and his friends acting and their relationship than
actual love story.",NAG,NGEN,0
C4.328,From thumbnail I thought it is carryminati,NAG,NGEN,0
C4.667,"Someone told me ki if you're trying to find out logics you must find it in
life not in films. So watch a movie with just nothing",NAG,NGEN,0
C4.1018,Pls review joker......,NAG,NGEN,0
C68.358,Ok thanks for your,NAG,NGEN,0
C7.1.1,1000th like👍,NAG,NGEN,0
C4.1913,"Yes, u r right man",NAG,NGEN,0
C7.826,Kabir Singh best love story ever 😘😘,NAG,NGEN,0
C4.1814.1,"If u need a realistic and grounded love story, watch '96\. Vijay setupathy and
trisha. It is a tamil movie. watch it with subs.",NAG,NGEN,0
C4.2223,"Hit like for shwetabh gangwar.
👇👇",NAG,NGEN,0
C10.192,Waste a bullet on Arundathi Roy...she is a traitor,NAG,NGEN,0
C68.1308.3,Ranu is a bad girl👍👍😸😆😂🤣,NAG,NGEN,0
C45.202.2,"Phone sex iam from Odisha state bhubaneswar iam just 24yr old hot and sexy boy
09777070288",NAG,NGEN,0
C63.103,<https://youtu.be/Jtf5L1h-q9I>,NAG,NGEN,0
C32.107.4,My.darling,NAG,NGEN,0
C4.1106,I think chhichore is more realistic.,NAG,NGEN,0
C4.1886,Isiliye to real life ko movie se compare nahi kr skte.....,NAG,NGEN,0
C10.393,Arundhati roy is a gr8 writer arnab pl dnt mislead the public,NAG,NGEN,0
C10.289,"Why give importance to her nonsensical utterances? No talks, only arrest her.",NAG,NGEN,0
C58.496,Love you didi 😁,NAG,NGEN,0
C4.1642,"Kabir Singh is dubbing of Arjun Reddy Tollywood industry film directed by the
same guy Sandeep Reddy Vanga and what's so surprising is this movie is biggest
blockbuster of Tollywood industry in the respective year. Need more men like
you to get youth's mind into correct direction. Respect for your work man.",NAG,NGEN,0
C59.1164,Tike asa..bro..i like you...,NAG,NGEN,0
C7.2010,"I also watch thousands of worldwide movies Korean,Japanese,Hollywood,Taiwan
seriously after a decade I will tell you that kabir singh/Arjun reddy is a
cult classic movie in india it’s not a simple love story.bro you are awesome
you are telling the real truth.❤️",NAG,NGEN,0
C4.1239,That's the truth,NAG,NGEN,0
C4.404,Coming to Delhi to watch your videos bcox net is off in Kashmir,NAG,NGEN,0
C4.612,You're a true genius!😎😎😎😎😎😎,NAG,NGEN,0
C4.1168,"Harr Londa samajhta hai main Kabir Singh hu, EX: main chain smoker hu like
him, main abusive hu like him, alcoholic hu as usual like him but when it
comes to education, wisdam, carrier non of these even exist for em.",NAG,NGEN,0
C26.299.1,Right...,NAG,NGEN,0
C10.409,"NPR will help reaching govt schemes effectively n proprly to minor
communities.",NAG,NGEN,0
C59.61,Beautiful,NAG,NGEN,0
C7.11.2,"@usher luck Fair enough then ... The director's approach isn't very clear to
me however , may be it's misinterpreted , may be not . And can't comment on
the movie scenes . Started my comment stating that didn't watch it.",NAG,NGEN,0
C7.24,Nice review brother love you,NAG,NGEN,0
C4.500,Make video about Indian series streaming on Netflix and Amazon prime,NAG,NGEN,0
C10.539.1,"@NIRMALYA SASMAL just tell me one thing have u watched the whole speach it's
just 4-5 min u should watch it.",NAG,NGEN,0
C10.775.1,"@mala sahu India is a failed state and so do NSA , you cant scare us with your
""Nazi Gestapo"" crap",NAG,NGEN,0
C45.1.3,@sonali roy r8,NAG,NGEN,0
C7.2154,**shahid fans hit like 😍😍**,NAG,NGEN,0
C26.286,Great Job !,NAG,NGEN,0
C7.1224,Bhai good analysis,NAG,NGEN,0
C59.258,Super boss,NAG,NGEN,0
C10.271,arnab you must retire now. you are done.,NAG,NGEN,0
C7.1906,"Best review. Khup negatives reviews milale Kabir singh la.. Filmi corporation
chya Suchitra tyagi tar Vish okalay tichya review madhe.. Go to masses man..
Movie is getting excellent response from people.. This type of love story is
encouraging in today's world where one night stand and extra martial affair is
comon",NAG,NGEN,0
C7.2559.2,@Naveen Shekhar I know that's exactly what I said .,NAG,NGEN,0
C45.276.3,"Hi iam from Odisha state bhubaneswar 09777070288 I want make friendship with
you and meet with you if you are interested msg me on whatsapp and call me let
see 7 mine",NAG,NGEN,0
C4.1970,Seriously so sad to say but ... Tatti movie,NAG,NGEN,0
C7.2362.1,@aam admi ok,NAG,NGEN,0
C33.346,This is really a good 1🤗🤗🤗🤗🤗,NAG,NGEN,0
C68.1298,No nice video 👨‍❤️‍💋‍👨👨‍❤️‍💋‍👨👨‍❤️‍💋‍👨👨‍❤️‍💋‍👨,NAG,NGEN,0
C68.1308.4,Ranu is a,NAG,NGEN,0
C62.103,I love u sakib but opu sotiya,NAG,GEN,0
C7.1393,Salute You bhai.... Your best review till now... Dho dala...,NAG,NGEN,0
C33.146,Love u,NAG,NGEN,0
C4.1927.1,I studied really hard the next few days after watching this movie😂,NAG,NGEN,0
C10.532,"If I shoot her, will l be jailed or I can get away with that?",NAG,NGEN,0
C7.5,Pratik bhaiya l want to ask you something,NAG,NGEN,0
C10.581,"I cannot understand how a government is sparing a antinational element
Arundhati Roy ? Her this coment is enough to be prosecuted in NIA .",NAG,NGEN,0
C58.245,Nice video 😘😘😘😘,NAG,NGEN,0
C10.369,"Govt official take census at arundhati Roy's house.. what is your name maam
..roy says- my name is cunning bitch.",NAG,GEN,0
C4.2088,Just when i was thinking wrong you just made my mind clear. Thank you.,NAG,NGEN,0
C26.100,Justice served....,NAG,NGEN,0
C59.695,Not thanks to God.Only thanks to you dada,NAG,NGEN,0
C10.503,"Arnab don't give more important to Mrs.Roy. Just take her in custody and
demonstrate law exist",NAG,NGEN,0
C68.1244,"Lotous come out from mud but it is expected it must be shunned the stink of
mud.",NAG,NGEN,0
C4.2249,Good....,NAG,NGEN,0
C58.511,Hahhaaa,NAG,NGEN,0
C7.1215,Nailed it ...outstanding reply to film companion and others,NAG,NGEN,0
C59.75,Super vai,NAG,NGEN,0
C10.72,"@Arnab: Do you know what are the plans of Govt with the Illegal immigrants?
How would a refugee prove religious persecution? Why have we shown selective
compassion?  
Do you really think it is the right time for India to do an activity like NRC
given the facts that almost 20% population are below poverty line and 30% of
adult population are still illiterate which constitutes more than 50% Women
who are still deprived of their basic needs. Do you think, this is the time
such exercise would be of any beneficial to India? Don't you think the CJI and
GOI has wasted our huge 16K Cr rupees in this unsuccessful exercise and if we
live the money aside, look at the extent of trouble and pain people went in
Assam due to this.  
The reason I Pointed to NRC is because NPR is nothing but Opening Step of NRC
and with reference to Scroll.in(correct me if I am wrong) the new questions
added to NPR are indicators of the NRC exclusion process.  
You being a Journalist and from Assam, doesn't this pinches your heart and
raises alarm. Is there no value of human life on this land anymore?  
  
I strongly Oppose NRC, Oppose CAA amendment in the current situation.  
Was there any effective effort from GOI to stop the infiltration?  
  
GOI is just find ways to treat us like goats every now and then.  
  
I know, this questions should be thrown at GOI, however, as I see you a so
called representative of the GOI most of the time, so, I am throwing this on
you.  
Moreover, whats wrong with you getting stuck in this stupid debates on who
told what. Everyone around us promote lies everyday. Nobody really bothers
that anymore. Starting from PM to HM to Activist everyone promotes lies
everywhere but no facts. So, Arundhati is no different, where we cannot trust
the PM/CJI for that matter, who is Arundhati in that league. No one cares
about her. I stopped watching your channel, just thought of looking over today
for a change, but nothing changed. Same insensitive arguments and false
narratives. I wish I could say alternate narratives, but I see them clearly to
be false.  
Also JFYI, I supported the change in Govt, but really regretting now. I dont
support any political party anymore. So, please dont ask me why didn't I speak
during UPA rule. I dont have to answer that to you.",NAG,NGEN,0
C59.1479,Good job bro 🤘❤✌,NAG,NGEN,0
C68.722,Thanks brother for your good explanation .,NAG,NGEN,0
C7.1937,NICE Shirt Pratik Bhai 😂,NAG,NGEN,0
C7.202,I lov ur video dada. ......,NAG,NGEN,0
C4.20,"This movie hits at people's Mesmorism about a king... Because he is a king he
is justified being doing all",NAG,NGEN,0
C26.50,Good job.,NAG,NGEN,0
C7.2592,Nice review .. can i get a like,NAG,NGEN,0
C32.115,Wow amazing videos,NAG,NGEN,0
C10.365,your are no Santa Claus,NAG,NGEN,0
C7.1642,"Even when kabir singh was unaware that Preeti is having his son he was ready
to accept other's baby and was ready to give his name though that was his baby
but still he was ready to accept preeti even after thinking she has sex with
other guy and feminists would not see this.",CAG,NGEN,1
C7.2097.2,"@Dushant Sain EXACTLY!!!!! don't we just go to see a movie to comprehend what
the director and the story telling has to offer.... it's about understanding
the Movie not Making all the things shown in the movie to the heart.",CAG,NGEN,1
C59.1085,"It Calls Uneducated Person means Unexpected Behavior 🤣😂🤣😂..
Thoko like",CAG,NGEN,1
C7.1035,"By the way i myself being a 21st century modern girl, i did not watch four
more shots as i found the trailer and the interviews of the cast very
disturbing. Feminism is losing it’s real agenda i.e equality of gender, but
becoming an advocate of all sort of sexual shit. Feminism is much more than
sexual freedom, i request all my fellow girls to not get carried away by such
ideas.",CAG,NGEN,1
C58.442,"Looks like a ghost, real conjuring",CAG,NGEN,1
C7.1986.1,"@Pratik Borade just saw 2 mins of the video you recommend and seems like you
write your own dictionary. Sorry but I would be following other dictionaries
like Cambridge and merriam webster.",CAG,NGEN,1
C26.294.4,"If you are a man then you are a fool of india..now women are fighting for
men...do you know that?",CAG,NGEN,1
C7.1808,"hi pratik, hope you are doing well. Call it a coincidence or anything, I came
across a designer liberal page criticising Kabir Singh for MISOGYNY. Frankly
speaking I have seen only Arjun Reddy, and I was unable to find single trace
of misogyny anywhere. If these people were so concerned about women, there
will call out real tharkis in our country. But anyway they like Veere Di
Wedding and 4 More shots please. So better neglect them and let them whine
like babies. Loved the couple Arjun and Deepthi, Kabir and Priti👩‍❤️‍👨👩‍❤️‍👨.
Movie is top class. Keep up the good work 🙏😇",CAG,NGEN,1
C7.181,"Wow...pratik sir u r analysis really superb...hope more people like u exists
in bollywood critics...fk those paid critics nd pseudo femmies nd commies....",CAG,NGEN,1
C10.52,"Arundhati Roy has biggest bowls ,,,,,,,",CAG,NGEN,1
C4.73,All hutiyas one side and swetabh one side.,CAG,NGEN,1
C7.2407,"All the libtard reviews are like...  
  
""No woman should watch the movie""  
""No one should like the movie""  
""If anyone likes the movie they are a terrible person"" 🤦  
  
Even if they are not outrightly saying those statements that is exactly what
they are implying...  
  
They don't care about the 10s of thousands of women who come out of the
theaters saying they loved the movie...🤷 Because they are wrong and only the
liberal feminist point of view is the absolute truth...🤮",CAG,NGEN,1
C7.95,"bro bro....😂😂😂just try and replace the girl with ur sister or anyone close to
ya..",CAG,GEN,1
C26.283,"This is the failure of the Judicial system, they should make laws to punish
women who misuse this law.",CAG,NGEN,1
C9.186,Now arundhati roy destroyed herself,CAG,NGEN,1
C4.901,"If films influence societies then Kabir Singh marks the beginning of a dark
society",CAG,NGEN,1
C9.98,Hate this,CAG,NGEN,1
C4.792.5,@Pawan Kakade Dude joker sucked. Watch my review and open your damn eyes!!,CAG,NGEN,1
C7.1558,"Fuckboy isn't good , but a bully isn't either. Skewed feminism is dangerous
and so is toxic masculinity. I totally understand that you have a lot of
hatred for liberals n feminists which is justified coz of what a lot of them
have been propogating but not every idea of feminism is wrong pratik.
Bollywood has a history of showing these things ""cool"", that is my only
problem with these characters. I am all game for negative characters but I
don't like them being glorified, making them look cool. I won't even start
with 4 shots, I didn't even like alia's aggresion in gully boy so it's not one
sided. As much as I enjoy your views on nationalism, our history , I didn't
feel comfortable watching this. 🙏",CAG,GEN,1
C33.659.1,"As a lesbian, I wouldn't say it'll ""completely"" contribute to reduction in
population. They need to legalize 2 children policy like China did. Also, all
couples should adopt at least 1 orphan instead of trying to reproduce. Only
25% of orphans are being adopted and others will be 18 then kicked out.
They'll become homeless. Rural areas should stop reproducing lots of children.",CAG,NGEN,1
C7.593,"Tue film is amazing...sm. ppl in dis country have problem wid
everything...intrstngly these ppl dn hv any problem wid d things that r
actually wrong...",CAG,NGEN,1
C4.417,"I agree with you but I have a point too. Before elaborating my point, I want
to let you know that I'm here after seeing the ""Joker Movie analysis"". I
firmly believe the male character in Kabir Singh was irresponsible and doesn't
have any reflection with real life or practicality. As you said in the later
part of this video, ""if you're in relationship and your partner is self
derogating then run as fast as possible."" Don't you think this line defy your
Joker analysis, where you appraised/empathize Joker's mental state and called
the movie INCREDIBLE. But in this part you said to run ftom such type of
person, if we all keep running from person who're mentally ill then were would
our generation will end up. I'm not saying this all because I like Kabir
Singh, I'm saying this because I have depression, anxiety and personality
disorder. In the movie ""principal"" told the class about his Anger management
issue.
Kabir also has emotional/mental issues but I guess you didn't observed him
precisely as much as you observed Joker. As per WHO, one in every 20 Indian
suffer from depression; 5 out of 100.
Hope you understand what I'm trying to say. Peace ☮️",CAG,NGEN,1
